"ID","volume","species","origin","leaf_type","nursery","climate_region","calliper300","rcd","height_m","sizeindex","logSI","logvol","logH","logD","logRCD","slenderness","longitude","latitude","MAT","MAP","treenumb","crown_length","branchper30","crown_spread","crown_ratio"
"alpine_32821",200,"banksia_integrifolia","native","evergreen","alpine","New South Wales",75.8283333333333,99.5333333333333,3.68333333333333,279.941645,2.44413052230858,2.30102999566398,0.566030978203726,1.87809954410485,1.99714400605242,0.0488542238439157,-33.659596,151.026671,16.6916666666667,1175,2,251.666666666667,6.66666666666667,141.333333333333,0.00545380484663188
"alpine_32885",300,"lophostemon_confertus","native","evergreen","alpine","New South Wales",78.679375,99.45,4.47775,352.74984625,2.5450226062686,2.47712125471966,0.650281720746188,1.89474088552241,1.99003291158399,0.0571363181437669,-33.659596,151.026671,16.6916666666667,1175,4.5,362.65,4.375,223.25,0.0131639277170107
"alpine_33032",45,"banksia_integrifolia","native","evergreen","alpine","New South Wales",34.565,53.435,2.28066666666667,80.8749258333333,1.87657915465713,1.65321251377534,0.341126731686461,1.53545242297067,1.72594128168768,0.0653129105876335,-33.659596,151.026671,16.6916666666667,1175,3.5,168.9,4.83333333333333,106,0.00342677945336567
"alpine_33034",75,"banksia_integrifolia","native","evergreen","alpine","New South Wales",49.4936363636364,73.8918181818182,2.98436363636364,148.864823636364,2.16207799360908,1.8750612633917,0.470793277225557,1.69128471638352,1.86559285896265,0.0607660313282698,-33.659596,151.026671,16.6916666666667,1175,5.5,179.65,6.8,105.6,0.00303435962434726
"alpine_33071",400,"corymbia_maculata","native","evergreen","alpine","New South Wales",91.1544444444445,110.102222222222,4.87744444444444,445.832035555556,2.64523103487285,2.60205999132796,0.687422605886597,1.95780842898625,2.03989133293696,0.0538532952365576,-33.659596,151.026671,16.6916666666667,1175,5,348.744444444444,4.44444444444444,222,0.0130358641831456
"alpine_33117",45,"brachychiton_acerifolius","native","deciduous","alpine","New South Wales",43.6979411764706,57.1385294117647,2.138,95.2263420588235,1.95763043859082,1.65321251377534,0.323517560608631,1.63411287798219,1.75106975978085,0.0493876656653608,-33.659596,151.026671,16.6916666666667,1175,5.5,112.05,5.9,108.4,0.00340255428334799
"alpine_33465",100,"lophostemon_confertus","native","evergreen","alpine","New South Wales",41.4843333333333,53.8363333333333,3.88286666666667,161.797750666667,2.20259486956172,2,0.586234665098258,1.61636020446346,1.72975858678957,0.0938080768196207,-33.659596,151.026671,16.6916666666667,1175,5.5,356.13,5.5,156,0.00671777229092617
"alpine_33467",400,"eucalyptus_saligna","native","evergreen","alpine","New South Wales",89.84875,103.1225,5.755,517.5538875,2.71117704361212,2.60205999132796,0.757946090643343,1.95323095296878,2.01309014065327,0.0640760571769445,-33.659596,151.026671,16.6916666666667,1175,2.5,502.875,4.5,216,0.0126328676588602
"alpine_33572",200,"magnolia_grandiflora_littlegem","non-native","evergreen","alpine","New South Wales",50.98,62.0044444444444,2.79316666666667,142.977082222222,2.15013891160461,2.30102999566398,0.445269151096956,1.70486976050765,1.78990188513508,0.0552146819592403,-33.659596,151.026671,16.6916666666667,1175,5.5,244.38,6.6,127.6,0.00433581674097439
"alpine_33573",400,"ulmus_parvifolia","non-native","deciduous","alpine","New South Wales",68.9795,88.5385,3.5062,241.552468,2.38176246528174,2.60205999132796,0.544330677339066,1.83743178794268,1.94568586536128,0.0511928922727905,-33.659596,151.026671,16.6916666666667,1175,5.5,238.02,6.4,259,0.0182186193969428
"alpine_33684",45,"araucaria_heterophylla","native","evergreen","alpine","New South Wales",37.9317647058824,41.5676470588235,2.56164705882353,97.2874402941176,1.98547939725132,1.65321251377534,0.407167148485632,1.57831224876569,1.6179419838684,0.0676668999164785,-33.659596,151.026671,16.6916666666667,1175,5.5,246.9,10.1,137.2,0.00496748630385618
"alpine_33923",100,"jacaranda_mimosifolia","non-native","deciduous","alpine","New South Wales",46.2365789473684,61.1292105263158,3.45231578947368,159.309698947368,2.19897278764682,2,0.535614172980398,1.66335861466642,1.78394854138625,0.075362602657674,-33.659596,151.026671,16.6916666666667,1175,5.5,207.64,4.1,114,0.00380656309859963
"alpine_33924",100,"brachychiton_acerifolius","native","deciduous","alpine","New South Wales",61.0447058823529,71.8314705882353,4.02017647058824,245.629581764706,2.38638164676178,2,0.603714488955368,1.78266715780641,1.85437288883545,0.0667114142471075,-33.659596,151.026671,16.6916666666667,1175,5.5,212.56,5.2,151.6,0.0064563917821475
"alpine_34019",600,"angophora_costata","native","evergreen","alpine","New South Wales",96.482,118.434,4.844,466.83176,2.66858078243256,2.77815125038364,0.684785804418152,1.98379497801441,2.07332228223659,0.0504166247296923,-33.659596,151.026671,16.6916666666667,1175,3,367,8.2,204,0.0129718455061825
"alpine_34041",100,"fraxinus_griffithii","non-native","evergreen","alpine","New South Wales",37.2425,50.434,2.6313,97.957832,1.98912489566612,2,0.41944286589949,1.56968202976663,1.70177314810325,0.071160806111872,-33.659596,151.026671,16.6916666666667,1175,5.5,187.43,5,151.6,0.00606578709555117
"alpine_34084",400,"banksia_integrifolia","native","evergreen","alpine","New South Wales",79.9026666666667,107.253666666667,3.92486666666667,314.728995,2.49319085279885,2.60205999132796,0.592624343613255,1.9005665091856,2.02900778416956,0.0494075129158396,-33.659596,151.026671,16.6916666666667,1175,5.5,285.58,8.3,183.4,0.00930319832507545
"alpine_34179",800,"eucalyptus_saligna","native","evergreen","alpine","New South Wales",102.86875,122.70375,5.826375,598.767019375,2.7758414003239,2.90308998699194,0.764424526482636,2.01141687384127,2.08773437175365,0.0569230046921855,-33.659596,151.026671,16.6916666666667,1175,4.5,378.2625,3.375,348.75,0.032402517528819
"alpine_34182",75,"brachychiton_acerifolius","native","deciduous","alpine","New South Wales",48.9164705882353,62.3679411764706,2.36341176470588,115.895987941176,2.06019379237928,1.8750612633917,0.371679843798925,1.68851394858035,1.79321568291031,0.0483979103275523,-33.659596,151.026671,16.6916666666667,1175,5.5,109.15,6.5,83.2,0.00194611192914376
"alpine_34796",100,"eucalyptus_saligna","native","evergreen","alpine","New South Wales",47.362,58.1955,4.40445,208.51803075,2.30965736783607,2,0.636326821394936,1.67333054644114,1.76269402724795,0.0940302568247664,-33.659596,151.026671,16.6916666666667,1175,5.5,357.04,4.6,192,0.00974940920164032
"alpine_34802",1000,"corymbia_maculata","native","evergreen","alpine","New South Wales",109.636333333333,127.746,6.5702,722.153727333333,2.85463437256765,3,0.815784339986282,2.03885003258137,2.10485020744781,0.0600844505438283,-33.659596,151.026671,16.6916666666667,1175,5.5,475.33,2.8,255,0.0173651533927176
"alpine_34937",300,"eucalyptus_pilularis","native","evergreen","alpine","New South Wales",61.35125,84.81,3.68125,226.4385575,2.35228071692121,2.47712125471966,0.565195375180597,1.78708534174061,1.92794559643726,0.0600411490851194,-33.659596,151.026671,16.6916666666667,1175,2.5,271.375,7,184,0.00892840632150219
"alpine_34994",75,"tristaniopsis_laurina_luscious","native","evergreen","alpine","New South Wales",33.602,49.9995,2.33315,78.4731435,1.89096658333174,1.8750612633917,0.367109143458439,1.5238574398733,1.6980038669954,0.0701416767546613,-33.659596,151.026671,16.6916666666667,1175,5.5,178.47,4.9,95.8,0.00246185672310808
"alpine_35025",200,"corymbia_maculata","native","evergreen","alpine","New South Wales",71.9016666666667,94.0016666666667,4.8325,346.245466666667,2.53425504377579,2.30102999566398,0.678309950667357,1.85594509310844,1.97220454359827,0.0676970378813671,-33.659596,151.026671,16.6916666666667,1175,3.5,387.366666666667,5.16666666666667,174,0.00806097768326101
"alpine_35027",1000,"eucalyptus_saligna","native","evergreen","alpine","New South Wales",99.9319444444444,118.0475,5.56594444444444,556.84898,2.74326083350611,3,0.744510714866273,1.99875011863984,2.0713107104774,0.0558823393678664,-33.659596,151.026671,16.6916666666667,1175,5.5,378.91,3.7,328.8,0.0287041037573192
"alpine_35468",35,"olea_europaea","non-native","evergreen","alpine","New South Wales",21.4808333333333,27.4183333333333,2.28972222222222,49.169215,1.68871841861106,1.54406804435028,0.358365684268602,1.33035273434246,1.43742671918331,0.107443003359155,-33.659596,151.026671,16.6916666666667,1175,5.5,195.6,5.3,151.8,0.00614129003899245
"alpine_35469",65,"olea_europaea","non-native","evergreen","alpine","New South Wales",27.6894736842105,34.6744736842105,2.54573684210526,70.6431734210526,1.84498759062246,1.81291335664286,0.404421366338009,1.44056622428445,1.5372906122587,0.0924902391569788,-33.659596,151.026671,16.6916666666667,1175,5.5,178.46,5.7,110.4,0.00327856609328631
"alpine_35470",100,"olea_europaea","non-native","evergreen","alpine","New South Wales",30.60975,38.6595,2.5034,76.762716,1.88221529104814,2,0.397943300280536,1.4842719907676,1.58594319329431,0.0822421143098422,-33.659596,151.026671,16.6916666666667,1175,5.5,173.42,4.9,92.4,0.00226864877491231
"alpine_35552",800,"lophostemon_confertus","native","evergreen","alpine","New South Wales",99.2183333333333,123.857,5.56313333333333,552.827665333333,2.7396961280826,2.90308998699194,0.744612329542408,1.99508379854019,2.09160864036783,0.0563755862529855,-33.659596,151.026671,16.6916666666667,1175,5.5,411.21,3.1,239,0.0150194308780372
"alpine_35683",25,"angophora_costata","native","evergreen","alpine","New South Wales",12.1998571428571,20.3051428571429,1.14742857142857,14.16155,1.1366152640379,1.39794000867204,0.0566235399787132,1.07999172405919,1.3025788305063,0.0956225682034873,-33.659596,151.026671,16.6916666666667,1175,5.5,100.1,9.2,78,0.00160619160402534
"alpine_35686",25,"corymbia_maculata","native","evergreen","alpine","New South Wales",10.6175333333333,16.9761333333333,1.17366666666667,12.9922566666667,1.06519458182413,1.39794000867204,0.0573976212239721,1.00779696060016,1.22673156761818,0.114431860011829,-33.659596,151.026671,16.6916666666667,1175,5.5,113.1,7.5,84,0.00195867829975812
"alpine_35690",25,"eucalyptus_pilularis","native","evergreen","alpine","New South Wales",10.7248888888889,19.5613333333333,1.16888888888889,12.752155,1.08688888436482,1.39794000867204,0.0604834005603024,1.02640548380452,1.28928597544591,0.109104757935258,-33.659596,151.026671,16.6916666666667,1175,5.5,96.4,11.1,97,0.00248510450874464
"alpine_35742",100,"angophora_costata","native","evergreen","alpine","New South Wales",33.1746428571429,47.0607142857143,3.14385714285714,104.641966428571,2.01456429632026,2,0.496794765412108,1.51776953090815,1.67027210179985,0.0957883388078392,-33.659596,151.026671,16.6916666666667,1175,5.5,263.31,5.2,130.4,0.00456452468615573
"alpine_35753",45,"corymbia_maculata","native","evergreen","alpine","New South Wales",17.1227272727273,26.6940909090909,1.845,32.0046963636364,1.48885939621507,1.65321251377534,0.261486384099933,1.22737301211513,1.42512435562403,0.109547882673863,-33.659596,151.026671,16.6916666666667,1175,5.5,163.01,6.6,87.4,0.00202224319111575
"alpine_35757",200,"brachychiton_acerifolius","native","deciduous","alpine","New South Wales",100.476666666667,113.771666666667,3.82133333333333,384.3478,2.58220656509675,2.30102999566398,0.580757750266724,2.00144881483003,2.05556766187782,0.0381044033102261,-33.659596,151.026671,16.6916666666667,1175,2,266.6,3.33333333333333,174.666666666667,0.00815557452871911
"alpine_35776",100,"eucalyptus_pilularis","native","evergreen","alpine","New South Wales",54.3402631578947,75.788947368421,4.71489473684211,256.844122368421,2.40669167395987,2,0.672687867347785,1.73400380661209,1.8783095816821,0.0870010188123743,-33.659596,151.026671,16.6916666666667,1175,5.5,367.98,5.8,136,0.00494800842940393
"alpine_36029",25,"fraxinus_griffithii","non-native","evergreen","alpine","New South Wales",12.1082051282051,15.7767948717949,1.16833333333333,14.1905378205128,1.14317145124226,1.39794000867204,0.0631394394864772,1.08003201175578,1.19325213630549,0.0976739178059848,-33.659596,151.026671,16.6916666666667,1175,5.5,71.5,5.7,75.6,0.00156325650442628
"alpine_36172",25,"eucalyptus_saligna","native","evergreen","alpine","New South Wales",14.5056578947368,20.9410526315789,1.37165789473684,19.9843323684211,1.29424945634787,1.39794000867204,0.134819292465253,1.15943016388261,1.31994478882897,0.0950469225625512,-33.659596,151.026671,16.6916666666667,1175,5.5,110.8,8.9,92.4,0.00226194671058465
"alpine_739",45,"eucalyptus_saligna","native","evergreen","alpine","New South Wales",37.9585714285714,51.7192857142857,3.21657142857143,121.833384642857,2.08408963270549,1.65321251377534,0.506556903197853,1.57753272950764,1.71184905755371,0.0855891244016071,-33.659596,151.026671,16.6916666666667,1175,5.5,277.15,6.9,148.8,0.00626747734391164
"alpine_740",45,"eucalyptus_pilularis","native","evergreen","alpine","New South Wales",33.1222222222222,53.0055555555556,2.75466666666667,91.1029627777778,1.95570437882171,1.65321251377534,0.437085757342707,1.518618621479,1.72328705308929,0.0838154980533307,-33.659596,151.026671,16.6916666666667,1175,5,233.244444444444,8.22222222222222,110.444444444444,0.00324223997378813
"alpine_960",45,"fraxinus_griffithii","non-native","evergreen","alpine","New South Wales",28.01,39.008,2.2132,62.189616,1.78609807883118,1.65321251377534,0.339648373588262,1.44644970524292,1.59058529605377,0.0790784052398411,-33.659596,151.026671,16.6916666666667,1175,3,153.32,5.2,138.8,0.00510969573130868
"andreasens_001-A-063",45,"angophora_costata","native","evergreen","andreasens","New South Wales",29.5947777777778,40.7302222222222,2.57384444444444,77.2038186666667,1.86573129844527,1.65321251377534,0.401521524122926,1.46420977432234,1.60036413574841,0.088580424062138,-33.87299,150.780626,16.8333333333333,846,5.5,210.92,5.9,118.5,0.00383392113462464
"andreasens_001-A-064",75,"waterhousea_floribunda_greenavenue","native","evergreen","andreasens","New South Wales",30.0195,37.90625,2.9024,87.929042,1.93447612986176,1.8750612633917,0.460487109777291,1.47398902008447,1.57651647054776,0.0973343631894374,-33.87299,150.780626,16.8333333333333,846,5.5,263.5,7.7,127,0.00426848193843245
"andreasens_001-A-072",100,"banksia_integrifolia","native","evergreen","andreasens","New South Wales",33.28175,46.1395,2.7437,91.9584375,1.95317963835169,2,0.436406561152783,1.51677307719891,1.65927258471125,0.0839102150184113,-33.87299,150.780626,16.8333333333333,846,5.5,248.49,4.1,161,0.00689464395732328
"andreasens_001-A-073",200,"pyrus_calleryana_chanticleer","non-native","deciduous","andreasens","New South Wales",62.34,88.78825,3.7972,237.09174775,2.3718661902861,2.30102999566398,0.578244160367089,1.79362202991901,1.94608489911288,0.0611428838608214,-33.87299,150.780626,16.8333333333333,846,5.5,278,6.1,159.7,0.00687959049252483
"andreasens_001-A-074",100,"angophora_costata","native","evergreen","andreasens","New South Wales",43.5478571428571,55.0525,4.28489285714286,187.360362857143,2.26616275955935,2,0.629879679203975,1.63628308035538,1.7362679751651,0.0992068625092656,-33.87299,150.780626,16.8333333333333,846,5.05555555555556,320.505555555556,6.11111111111111,166.333333333333,0.00743187375437965
"andreasens_001-A-083",400,"jacaranda_mimosifolia","non-native","deciduous","andreasens","New South Wales",88.34,99.54,4.8025,424.6542375,2.6260286978175,2.60205999132796,0.679898301354658,1.94613039646284,1.99790234221158,0.0543191409608402,-33.87299,150.780626,16.8333333333333,846,1.5,301.75,3.5,235,0.0144895489171317
"andreasens_001-A-085",200,"lagerstroemia_indica_sioux","non-native","deciduous","andreasens","New South Wales",56.512,63.929,3.9444,223.283994,2.3445154016344,2.30102999566398,0.592587612153415,1.75192778948098,1.80551827313817,0.0697442665255603,-33.87299,150.780626,16.8333333333333,846,3,304.24,3.2,137.6,0.00498424146467532
"andreasens_001-A-088",400,"lagerstroemia_indica_natchez","non-native","deciduous","andreasens","New South Wales",49.66175,59.56825,3.5522,176.586506,2.24550672184801,2.60205999132796,0.549783432181909,1.69572328966611,1.77455356235994,0.0715517738412305,-33.87299,150.780626,16.8333333333333,846,5.5,240.26,6.4,302.4,0.025070328254667
"andreasens_001-S-025",75,"ulmus_parvifolia_todd","non-native","deciduous","andreasens","New South Wales",28.3655,39.78425,2.51135,71.2584235,1.85051005058522,1.8750612633917,0.39885100089824,1.45165904968698,1.59811551402188,0.0889702719033253,-33.87299,150.780626,16.8333333333333,846,5.5,190.46,9.5,101.5,0.00293018964794198
"andreasens_001-S-027",75,"lagerstroemia_indica_sioux","non-native","deciduous","andreasens","New South Wales",23.4755,27.14775,2.42885,57.1446815,1.75466288352035,1.8750612633917,0.384821792607201,1.36984109091315,1.43296951831009,0.103601818762606,-33.87299,150.780626,16.8333333333333,846,5.5,152.61,9.5,115.4,0.00353607197112555
"andreasens_001-S-068",75,"corymbia_maculata","native","evergreen","andreasens","New South Wales",31.92875,41.04125,3.57285,114.11585425,2.05227443862912,1.8750612633917,0.55001746198897,1.50225697664015,1.61057768259984,0.112838884312771,-33.87299,150.780626,16.8333333333333,846,5.5,285.32,6.3,151,0.00607133724257251
"andreasens_001-S-080",45,"angophora_costata","native","evergreen","andreasens","New South Wales",21.0962222222222,32.385,2.03591111111111,43.4793127777778,1.62250569755655,1.65321251377534,0.302697528019923,1.31980816953663,1.50501489470324,0.097037523608526,-33.87299,150.780626,16.8333333333333,846,5.5,204.01,6.6,116.1,0.00356756643747779
"andreasens_001-S-087",300,"platanus_acerifolia","non-native","deciduous","andreasens","New South Wales",62.410625,75.555,4.193075,263.907274875,2.408685447173,2.45154499349597,0.620132809501508,1.78855263767149,1.87047317539451,0.0687225145178662,-33.87299,150.780626,16.8333333333333,846,5.5,340.01,4.15,160.75,0.00720567471999806
"andreasens_001-S-087_400",400,"platanus_acerifolia","non-native","deciduous","andreasens","New South Wales",55.45125,65.74675,4.2153,234.14086275,2.36630403248473,2.60205999132796,0.623320888944869,1.74298314353986,1.81729126023801,0.0762067449655915,-33.87299,150.780626,16.8333333333333,846,5.5,336.18,3.5,170.1,0.00761210517958685
"andreasens_002-A-064",75,"tristaniopsis_laurina_luscious","native","evergreen","andreasens","New South Wales",36.444,48.50425,2.67695,97.460261,1.98359039310487,1.8750612633917,0.425345568581094,1.55824482452378,1.68122175615236,0.074634650294756,-33.87299,150.780626,16.8333333333333,846,5.5,219.64,9.5,128.8,0.00451174592957542
"andreasens_002-A-087",200,"ulmus_parvifolia_todd","non-native","deciduous","andreasens","New South Wales",58.44075,77.26475,3.95545,231.6062565,2.36213615911411,2.30102999566398,0.596454715494282,1.76568144361983,1.88657470414791,0.0678785237472197,-33.87299,150.780626,16.8333333333333,846,5.5,266.28,6.5,219.8,0.0132002392920985
"andreasens_002-A-088",400,"ulmus_parvifolia_todd","non-native","deciduous","andreasens","New South Wales",68.82025,87.51425,4.3373,298.38601875,2.47323892760489,2.60205999132796,0.636134593597054,1.83710433400784,1.94133652550304,0.0632285911772795,-33.87299,150.780626,16.8333333333333,846,5.5,320.88,6.2,374,0.0377252917818574
