nursery_site,species,date,batch_id,volume,calliper300,rcd,height_m,sizeindex,logSI,logvol,logH,logD,logRCD,climate_region,genus_species,variety,origin,leaf_type,slenderness,MAT,MAP
F,prunus_blireana,9/12/2016,40164,90,42.445,49.68,2.534,107.55563,2.031633148,1.954242509,0.403806611,1.627826538,1.696181587,Western Australia,prunus_blireana,NA,non-native,deciduous,0.059700789,18.39166667,747
F,tristaniopsis_laurina_luscious,9/12/2016,40603,30,22.71,28.095,1.603,36.40413,1.561150657,1.477121255,0.204933522,1.356217134,1.448629036,Western Australia,tristaniopsis_laurina,luscious,native,evergreen,0.070585645,18.39166667,747
F,jacaranda_mimosifolia,9/12/2016,B9R31,30,19.305,26.615,1.491,28.783755,1.459147449,1.477121255,0.173477643,1.285669806,1.425126471,Western Australia,jacaranda_mimosifolia,NA,non-native,deciduous,0.077233877,18.39166667,747
F,corymbia_maculata,9/12/2016,A50399,500,82.555,101.265,5.457,450.502635,2.653697336,2.698970004,0.736953954,1.916743382,2.005459367,Western Australia,corymbia_maculata,NA,native,evergreen,0.066101387,18.39166667,747
F,agonis_flexuosa,9/12/2016,E50011,30,17.51,26.25,1.266,22.16766,1.345719852,1.477121255,0.102433706,1.243286146,1.419129308,Western Australia,agonis_flexuosa,NA,native,evergreen,0.072301542,18.39166667,747
F,araucaria_heterophylla,9/12/2016,50194,90,49.9,53.59,1.981,98.8519,1.994985021,1.954242509,0.296884476,1.698100546,1.729083757,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.039699399,18.39166667,747
F,jacaranda_mimosifolia,9/12/2016,B9R31,30,20.615,26.35,1.379,28.428085,1.453747605,1.477121255,0.139564266,1.314183339,1.42078062,Western Australia,jacaranda_mimosifolia,NA,non-native,deciduous,0.066893039,18.39166667,747
F,agonis_flexuosa_burgundy,9/12/2016,50299,90,37.34,42.025,2.287,85.39658,1.931440478,1.954242509,0.359266165,1.572174314,1.623507722,Western Australia,agonis_flexuosa,burgundy,native,evergreen,0.061247991,18.39166667,747
F,eucalyptus_leucoxylon_rosea,9/12/2016,E50027,30,14.06,17.525,1.089,15.31134,1.1850132,1.477121255,0.03702788,1.147985321,1.243658027,Western Australia,eucalyptus_leucoxylon,rosea,native,evergreen,0.07745377,18.39166667,747
F,tristaniopsis_laurina_luscious,9/12/2016,A40357,200,49.89,66.175,3.045,151.91505,2.181600801,2.301029996,0.483587297,1.698013504,1.82069395,Western Australia,tristaniopsis_laurina,luscious,native,evergreen,0.061034275,18.39166667,747
F,agonis_flexuosa,9/12/2016,E50011,30,24.265,32.7,0.832,20.18848,1.305103622,1.477121255,-0.079876674,1.384980296,1.514547753,Western Australia,agonis_flexuosa,NA,native,evergreen,0.034288069,18.39166667,747
F,lagerstroemia_indica_natchez,9/12/2016,A50210,30,23.185,35.375,2.04,47.2974,1.674837268,1.477121255,0.309630167,1.3652071,1.548696449,Western Australia,lagerstroemia_indica,natchez,non-native,deciduous,0.087987923,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50143,90,28.875,36.515,1.858,53.64975,1.729567703,1.954242509,0.26904571,1.460521993,1.562471305,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.06434632,18.39166667,747
F,olea_europaea_manzanillo,9/12/2016,30624,90,43.98,60.245,2.538,111.62124,2.047746843,1.954242509,0.404491618,1.643255225,1.779921009,Western Australia,olea_europaea,manzanillo,non-native,evergreen,0.057708049,18.39166667,747
F,olea_europaea_manzanillo,9/12/2016,30624,90,39.97,57.53,2.695,107.71915,2.032292918,1.954242509,0.43055877,1.601734148,1.759894374,Western Australia,olea_europaea,manzanillo,non-native,evergreen,0.067425569,18.39166667,747
F,araucaria_heterophylla,9/12/2016,A40349,500,93.52,115.685,3.014,281.86928,2.450047746,2.698970004,0.479143248,1.970904498,2.063277051,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.0322284,18.39166667,747
F,araucaria_heterophylla,9/12/2016,E40110,30,27.545,30.23,1.347,37.103115,1.569410372,1.477121255,0.129367596,1.440042777,1.480438147,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.048901797,18.39166667,747
F,pyrus_ussuriensis,9/12/2016,40181,90,38.58,67.68,2.007,77.43006,1.888909596,1.954242509,0.302547372,1.586362223,1.83046035,Western Australia,pyrus_ussuriensis,NA,non-native,deciduous,0.052021773,18.39166667,747
F,corymbia_citriodora,9/12/2016,E50006,30,23.705,29.13,1.902,45.08691,1.654050472,1.477121255,0.279210513,1.37483996,1.464340485,Western Australia,corymbia_citriodora,NA,native,evergreen,0.080236237,18.39166667,747
F,hibiscus_tiliaceus_rubra,9/12/2016,50100,90,48.625,57.97,2.133,103.717125,2.01585047,1.954242509,0.328990855,1.686859614,1.7632033,Western Australia,hibiscus_tiliaceus,rubra,native,evergreen,0.043866324,18.39166667,747
F,eucalyptus_rudis,9/12/2016,A50359,500,71.75,86.49,4.973,356.81275,2.552440365,2.698970004,0.696618459,1.855821905,1.936965897,Western Australia,eucalyptus_rudis,NA,native,evergreen,0.069310105,18.39166667,747
F,corymbia_citriodora,9/12/2016,E50006,30,26.28,34.31,2.37,62.2836,1.794373707,1.477121255,0.374748346,1.419625361,1.535420718,Western Australia,corymbia_citriodora,NA,native,evergreen,0.090182648,18.39166667,747
F,olea_europaea_manzanillo,9/12/2016,30624,90,42.465,60.39,2.555,108.498075,2.035422033,1.954242509,0.407390904,1.628031128,1.78096503,Western Australia,olea_europaea,manzanillo,non-native,evergreen,0.060167197,18.39166667,747
F,eucalyptus_rudis,9/12/2016,50032,30,28.675,34.79,2.575,73.838125,1.86828066,1.477121255,0.410777233,1.457503427,1.541454429,Western Australia,eucalyptus_rudis,NA,native,evergreen,0.089799477,18.39166667,747
F,ficus_microcarpa_hilliiflash,9/12/2016,A40247,30,34.645,47.42,1.765,61.148425,1.786385275,1.477121255,0.24674471,1.539640566,1.67596155,Western Australia,ficus_microcarpa,hilliiflash,native,evergreen,0.050945302,18.39166667,747
F,eucalyptus_leucoxylon_rosea,9/12/2016,50142,90,39.71,48.175,3.31,131.4401,2.118727881,1.954242509,0.519827994,1.598899887,1.682821723,Western Australia,eucalyptus_leucoxylon,rosea,native,evergreen,0.083354319,18.39166667,747
F,eucalyptus_rudis,9/12/2016,50032,30,27.765,39.805,2.3,63.8595,1.805225514,1.477121255,0.361727836,1.443497678,1.599937628,Western Australia,eucalyptus_rudis,NA,native,evergreen,0.082838106,18.39166667,747
F,tipuana_tipu,9/12/2016,A50137,200,66.15,97.395,3.024,200.0376,2.301111635,2.301029996,0.480581787,1.820529849,1.988536662,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.045714286,18.39166667,747
F,tipuana_tipu,9/12/2016,A50196,500,78.12,105.18,4.053,316.62036,2.500538838,2.698970004,0.607776604,1.892762235,2.021933166,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.05188172,18.39166667,747
F,tristaniopsis_laurina_luscious,9/12/2016,40603,30,20.895,26.615,1.561,32.617095,1.513445279,1.477121255,0.193402903,1.320042375,1.425126471,Western Australia,tristaniopsis_laurina,luscious,native,evergreen,0.074706868,18.39166667,747
F,platanus_acerifolia,9/12/2016,A40281,400,108.255,133.115,5.391,583.602705,2.766117296,2.602059991,0.731669332,2.034447964,2.124226996,Western Australia,platanus_acerifolia,NA,non-native,deciduous,0.049799085,18.39166667,747
F,agonis_flexuosa_burgundy,9/12/2016,50299,90,24.545,35.06,2.5,61.3625,1.787903045,1.954242509,0.397940009,1.389963036,1.544811912,Western Australia,agonis_flexuosa,burgundy,native,evergreen,0.101853738,18.39166667,747
F,eucalyptus_nicholii,9/12/2016,A50132,90,45.785,62.825,3.415,156.355775,2.194113927,1.954242509,0.533390708,1.660723219,1.798132497,Western Australia,eucalyptus_nicholii,NA,native,evergreen,0.074587747,18.39166667,747
F,lagerstroemia_indica_natchez,9/12/2016,A50210,30,30.5,39.245,2.084,63.562,1.803197554,1.477121255,0.318897715,1.484299839,1.593784333,Western Australia,lagerstroemia_indica,natchez,non-native,deciduous,0.068327869,18.39166667,747
F,agonis_flexuosa,9/12/2016,A40101,200,77.28,92.655,3.422,264.45216,2.422347119,2.301029996,0.534280005,1.888067113,1.96686886,Western Australia,agonis_flexuosa,NA,native,evergreen,0.044280538,18.39166667,747
F,araucaria_heterophylla,9/12/2016,50194,90,31.985,34.325,1.727,55.238095,1.742238693,1.954242509,0.237292338,1.504946355,1.535610546,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.05399406,18.39166667,747
F,araucaria_heterophylla,9/12/2016,E40110,30,23.98,26.6,1.446,34.67508,1.540017472,1.477121255,0.160168293,1.379849179,1.424881637,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.06030025,18.39166667,747
F,banksia_integrifolia,9/12/2016,50122,30,18.32,24.685,1.36,24.9152,1.396464378,1.477121255,0.133538908,1.262925469,1.392433132,Western Australia,banksia_integrifolia,NA,native,evergreen,0.074235808,18.39166667,747
F,angophora_costata,9/12/2016,E50014,30,31.42,48.41,1.279,40.18618,1.604076725,1.477121255,0.106870544,1.497206181,1.684935083,Western Australia,angophora_costata,NA,native,evergreen,0.040706556,18.39166667,747
F,araucaria_heterophylla,9/12/2016,50194,90,43.33,48.475,1.99,86.2267,1.935641765,1.954242509,0.298853076,1.636788689,1.685517818,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.04592661,18.39166667,747
F,melaleuca_rhaphiophylla,9/12/2016,50146,90,50.245,54.445,1.65,82.90425,1.918576795,1.954242509,0.217483944,1.701092851,1.735958002,Western Australia,melaleuca_rhaphiophylla,NA,native,evergreen,0.032839088,18.39166667,747
F,eucalyptus_rudis,9/12/2016,A50272,200,79.185,93.72,4.286,339.38691,2.530695088,2.301029996,0.632052167,1.898642921,1.97183228,Western Australia,eucalyptus_rudis,NA,native,evergreen,0.054126413,18.39166667,747
F,tristaniopsis_laurina_luscious,9/12/2016,40358,90,37.625,43.15,2.455,92.369375,1.965528005,1.954242509,0.390051496,1.575476509,1.6349808,Western Australia,tristaniopsis_laurina,luscious,native,evergreen,0.065249169,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50054,30,16.68,17.405,1.927,32.14236,1.507077761,1.477121255,0.284881715,1.222196046,1.240674028,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.115527578,18.39166667,747
F,banksia_integrifolia,9/12/2016,50122,30,19.4,25.945,1.713,33.2322,1.521559093,1.477121255,0.233757363,1.28780173,1.414053675,Western Australia,banksia_integrifolia,NA,native,evergreen,0.088298969,18.39166667,747
F,angophora_costata,9/12/2016,E50014,30,34.75,47.05,1.589,55.21775,1.742078706,1.477121255,0.201123897,1.540954809,1.672559628,Western Australia,angophora_costata,NA,native,evergreen,0.045726619,18.39166667,747
F,araucaria_heterophylla,9/12/2016,E40110,30,27.81,28.985,1.478,41.10318,1.613875423,1.477121255,0.169674434,1.444200989,1.462173305,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.05314635,18.39166667,747
F,tipuana_tipu,9/12/2016,A50137,200,56.005,79.815,2.785,155.973925,2.193052001,2.301029996,0.4448252,1.748226802,1.902084518,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.049727703,18.39166667,747
F,eucalyptus_erythrocorys,9/12/2016,40078,90,46.01,50.69,1.985,91.32985,1.960612744,1.954242509,0.297760511,1.662852233,1.704922291,Western Australia,eucalyptus_erythrocorys,NA,native,evergreen,0.043142795,18.39166667,747
F,tipuana_tipu,9/12/2016,A50137,200,55.18,81.33,3.126,172.49268,2.23677067,2.301029996,0.494988974,1.741781696,1.910250772,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.05665096,18.39166667,747
F,tristaniopsis_laurina_luscious,9/12/2016,40603,30,19.335,25.57,1.415,27.359025,1.437100616,1.477121255,0.15075644,1.286344176,1.407730728,Western Australia,tristaniopsis_laurina,luscious,native,evergreen,0.073183346,18.39166667,747
F,tipuana_tipu,9/12/2016,A50137,200,70.33,91.43,2.8,196.924,2.294298649,2.301029996,0.447158031,1.847140617,1.96108872,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.039812313,18.39166667,747
F,angophora_costata,9/12/2016,E50014,30,21.88,29.41,1.594,34.87672,1.542535635,1.477121255,0.202488317,1.340047318,1.468495025,Western Australia,angophora_costata,NA,native,evergreen,0.07285192,18.39166667,747
F,lagerstroemia_indica_natchez,9/12/2016,A50210,30,28.335,33.325,2.399,67.975665,1.832353465,1.477121255,0.380030248,1.452323217,1.522770158,Western Australia,lagerstroemia_indica,natchez,non-native,deciduous,0.084665608,18.39166667,747
F,corymbia_maculata,9/12/2016,A50399,500,97.78,120.265,5.269,515.20282,2.711978232,2.698970004,0.721728199,1.990250033,2.080139256,Western Australia,corymbia_maculata,NA,native,evergreen,0.053886275,18.39166667,747
F,corymbia_citriodora,9/12/2016,E50006,30,22.155,27.395,1.757,38.926335,1.590243516,1.477121255,0.244771761,1.345471754,1.437671305,Western Australia,corymbia_citriodora,NA,native,evergreen,0.079304897,18.39166667,747
F,araucaria_heterophylla,9/12/2016,R20115,200,63.565,72.385,2.717,172.706105,2.23730769,2.301029996,0.434089638,1.803218051,1.859648579,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.042743648,18.39166667,747
F,eucalyptus_leucoxylon_rosea,9/12/2016,50142,90,35.48,39.855,2.914,103.38872,2.014473159,1.954242509,0.464489547,1.549983611,1.600482813,Western Australia,eucalyptus_leucoxylon,rosea,native,evergreen,0.082130778,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50143,90,36.535,47.645,2.292,83.73822,1.922923725,1.954242509,0.360214613,1.562709112,1.678017331,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.062734364,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50143,90,38.455,44.285,2.027,77.948285,1.891806564,1.954242509,0.306853749,1.584952816,1.646256649,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.052710961,18.39166667,747
F,tipuana_tipu,9/12/2016,A50137,200,51.055,73.88,3.03,154.69665,2.189480909,2.301029996,0.481442629,1.708038281,1.868526887,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.059347762,18.39166667,747
F,eucalyptus_leucoxylon_rosea,9/12/2016,E50027,30,18.135,21.885,1.889,34.257015,1.534749518,1.477121255,0.276231958,1.25851756,1.340146551,Western Australia,eucalyptus_leucoxylon,rosea,native,evergreen,0.10416322,18.39166667,747
F,agonis_flexuosa,9/12/2016,50324,400,94.37,113.84,3.77,355.7749,2.551175305,2.602059991,0.57634135,1.974833955,2.056294887,Western Australia,agonis_flexuosa,NA,native,evergreen,0.039949136,18.39166667,747
F,corymbia_maculata,9/12/2016,60073,200,51.18,53.63,3.899,199.55082,2.300053517,2.301029996,0.590953235,1.709100282,1.729407797,Western Australia,corymbia_maculata,NA,native,evergreen,0.076182102,18.39166667,747
F,lagerstroemia_indica_natchez,9/12/2016,A50210,30,23.81,32.27,2.589,61.64409,1.789891446,1.477121255,0.41313205,1.376759395,1.508798965,Western Australia,lagerstroemia_indica,natchez,non-native,deciduous,0.108735825,18.39166667,747
F,banksia_integrifolia,9/12/2016,50122,30,14.68,28.375,1.521,22.32828,1.34885527,1.477121255,0.182129214,1.166726056,1.45293587,Western Australia,banksia_integrifolia,NA,native,evergreen,0.103610354,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50143,90,32.57,46.835,2.466,80.31762,1.904810831,1.954242509,0.391993072,1.512817759,1.670570525,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.075713847,18.39166667,747
F,araucaria_heterophylla,9/12/2016,E40110,30,22.385,31.225,1.581,35.390685,1.548888969,1.477121255,0.19893187,1.349957099,1.494502447,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.070627652,18.39166667,747
F,eucalyptus_leucoxylon_rosea,9/12/2016,E50027,30,10.775,14.375,0.991,10.678025,1.028490933,1.477121255,-0.003926346,1.032417279,1.157607853,Western Australia,eucalyptus_leucoxylon,rosea,native,evergreen,0.091972158,18.39166667,747
F,agonis_flexuosa_burgundy,9/12/2016,50299,90,22.56,26.79,2.17,48.9552,1.689798829,1.954242509,0.336459734,1.353339095,1.427972714,Western Australia,agonis_flexuosa,burgundy,native,evergreen,0.096187943,18.39166667,747
F,olea_europaea,9/12/2016,B9R22,30,20.165,26.795,1.545,31.154925,1.49352671,1.477121255,0.188928484,1.304598226,1.428053761,Western Australia,olea_europaea,NA,non-native,evergreen,0.076617902,18.39166667,747
F,agonis_flexuosa,9/12/2016,E50011,30,23.325,28.665,1.69,39.41925,1.595708357,1.477121255,0.227886705,1.367821652,1.457351946,Western Australia,agonis_flexuosa,NA,native,evergreen,0.072454448,18.39166667,747
F,corymbia_citriodora,9/12/2016,E50006,30,22.875,26.675,1.672,38.247,1.582597376,1.477121255,0.223236273,1.359361103,1.426104428,Western Australia,corymbia_citriodora,NA,native,evergreen,0.073092896,18.39166667,747
F,eucalyptus_erythrocorys,9/12/2016,40078,90,44.44,52.125,2.173,96.56812,1.984833777,1.954242509,0.337059726,1.64777405,1.717046068,Western Australia,eucalyptus_erythrocorys,NA,native,evergreen,0.04889739,18.39166667,747
F,araucaria_heterophylla,9/12/2016,50194,90,35.845,42.625,2.37,84.95265,1.929176931,1.954242509,0.374748346,1.554428585,1.629664392,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.066118008,18.39166667,747
F,ficus_microcarpa_hilliiflash,9/12/2016,A40247,30,50.095,59.31,1.977,99.037815,1.99580105,1.477121255,0.296006669,1.699794381,1.773127924,Western Australia,ficus_microcarpa,hilliiflash,native,evergreen,0.039465016,18.39166667,747
F,corymbia_citriodora,9/12/2016,E50006,30,26.1,36.54,2.067,53.9487,1.731980984,1.477121255,0.315340477,1.416640507,1.562768543,Western Australia,corymbia_citriodora,NA,native,evergreen,0.079195402,18.39166667,747
F,lagerstroemia_indica_natchez,9/12/2016,A50210,30,31.42,42.87,1.99,62.5258,1.796059257,1.477121255,0.298853076,1.497206181,1.632153484,Western Australia,lagerstroemia_indica,natchez,non-native,deciduous,0.063335455,18.39166667,747
F,araucaria_heterophylla,9/12/2016,E40110,30,24.1,26.355,1.525,36.7525,1.565286886,1.477121255,0.183269844,1.382017043,1.420863021,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.063278008,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50054,30,25.5,31.1,2.328,59.364,1.773523156,1.477121255,0.366982976,1.40654018,1.492760389,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.091294118,18.39166667,747
F,eucalyptus_leucoxylon_rosea,9/12/2016,E50027,30,16.59,23.26,1.189,19.72551,1.295028241,1.477121255,0.075181855,1.219846386,1.36660971,Western Australia,eucalyptus_leucoxylon,rosea,native,evergreen,0.071669681,18.39166667,747
F,angophora_costata,9/12/2016,E50014,30,32.545,37.805,2.126,69.19067,1.840047536,1.477121255,0.32756326,1.512484276,1.577549242,Western Australia,angophora_costata,NA,native,evergreen,0.065324935,18.39166667,747
F,corymbia_citriodora,9/12/2016,E50006,30,24.91,34.48,2.074,51.66334,1.71318248,1.477121255,0.316808752,1.396373728,1.537567257,Western Australia,corymbia_citriodora,NA,native,evergreen,0.083259735,18.39166667,747
F,erythrina_indica,9/12/2016,50261,90,59.095,71.49,2.136,126.22692,2.101151985,1.954242509,0.329601248,1.771550737,1.854245297,Western Australia,erythrina_indica,NA,native,deciduous,0.03614519,18.39166667,747
F,eucalyptus_rudis,9/12/2016,50032,30,25.54,39.665,1.952,49.85408,1.697700706,1.477121255,0.290479813,1.407220893,1.598407459,Western Australia,eucalyptus_rudis,NA,native,evergreen,0.076429131,18.39166667,747
F,ficus_microcarpa_hilliiflash,9/12/2016,A40247,30,40.53,54.265,2.204,89.32812,1.950988194,1.477121255,0.34321159,1.607776604,1.734519807,Western Australia,ficus_microcarpa,hilliiflash,native,evergreen,0.054379472,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50054,30,21.795,29.445,1.888,41.14896,1.614358863,1.477121255,0.27600199,1.338356873,1.469011559,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.086625373,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50054,30,18.33,24.355,2.033,37.26489,1.571299844,1.477121255,0.308137379,1.263162465,1.386588134,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.110911075,18.39166667,747
F,zelkova_serrata,9/12/2016,A50237,30,19.845,29.875,3.187,63.246015,1.801033167,1.477121255,0.503382063,1.297651103,1.475307914,Western Australia,zelkova_serrata,NA,non-native,deciduous,0.160594608,18.39166667,747
F,agonis_flexuosa,9/12/2016,E50011,30,17.79,27.01,1.334,23.73186,1.375331778,1.477121255,0.12515583,1.250175948,1.431524584,Western Australia,agonis_flexuosa,NA,native,evergreen,0.074985947,18.39166667,747
F,erythrina_indica,9/12/2016,50261,90,59.485,67.93,1.902,113.14047,2.053617979,1.954242509,0.279210513,1.774407466,1.832061615,Western Australia,erythrina_indica,NA,native,deciduous,0.031974447,18.39166667,747
F,eucalyptus_leucoxylon_rosea,9/12/2016,E50027,30,26.045,28.12,1.897,49.407365,1.693791693,1.477121255,0.278067331,1.415724362,1.449015316,Western Australia,eucalyptus_leucoxylon,rosea,native,evergreen,0.072835477,18.39166667,747
F,hibiscus_tiliaceus_rubra,9/12/2016,A40224,500,74.96,87.645,3.146,235.82416,2.372588296,2.698970004,0.497758718,1.874829578,1.942727145,Western Australia,hibiscus_tiliaceus,rubra,native,evergreen,0.04196905,18.39166667,747
F,corymbia_maculata,9/12/2016,E50009,30,29.995,37.82,2.577,77.297115,1.888163285,1.477121255,0.411114419,1.477048866,1.577721525,Western Australia,corymbia_maculata,NA,native,evergreen,0.085914319,18.39166667,747
F,araucaria_heterophylla,9/12/2016,A40349,500,85.365,118.505,4.105,350.423325,2.544593006,2.698970004,0.613313161,1.931279845,2.073736675,Western Australia,araucaria_heterophylla,NA,native,evergreen,0.048087624,18.39166667,747
F,eucalyptus_victrix,9/12/2016,50054,30,19.505,29.555,1.488,29.02344,1.462748886,1.477121255,0.172602931,1.290145955,1.470630964,Western Australia,eucalyptus_victrix,NA,native,evergreen,0.076288131,18.39166667,747
F,hibiscus_tiliaceus_rubra,9/12/2016,A40224,500,77.38,87.16,3.051,236.08638,2.373070933,2.698970004,0.484442208,1.888628725,1.940317222,Western Australia,hibiscus_tiliaceus,rubra,native,evergreen,0.039428793,18.39166667,747
F,eucalyptus_rudis,9/12/2016,50032,30,28.285,39.77,2.735,77.359475,1.888513514,1.477121255,0.436957331,1.451556183,1.599555591,Western Australia,eucalyptus_rudis,NA,native,evergreen,0.096694361,18.39166667,747
F,eucalyptus_rudis,9/12/2016,A50272,200,88.41,99.075,5.123,452.92443,2.656025746,2.301029996,0.709524356,1.946501391,1.995964081,Western Australia,eucalyptus_rudis,NA,native,evergreen,0.057945934,18.39166667,747
F,callistemon_kingsparkspecial,9/12/2016,40229,90,55.975,62.685,2.553,142.904175,2.155044917,1.954242509,0.407050815,1.747994102,1.79716363,Western Australia,callistemon_kingsparkspecial,NA,native,evergreen,0.045609647,18.39166667,747
F,callistemon_kingsparkspecial,9/12/2016,40229,90,29.765,36.27,1.865,55.511725,1.744384723,1.954242509,0.270678836,1.473705887,1.559547556,Western Australia,callistemon_kingsparkspecial,NA,native,evergreen,0.062657484,18.39166667,747
F,jacaranda_mimosifolia,9/12/2016,B9R31,30,16.17,22.26,1.424,23.02608,1.362220009,1.477121255,0.153509989,1.20871002,1.34752516,Western Australia,jacaranda_mimosifolia,NA,non-native,deciduous,0.088064317,18.39166667,747
F,agonis_flexuosa,9/12/2016,50324,400,108.365,119.415,3.912,423.92388,2.627287881,2.602059991,0.592398846,2.034889035,2.077058883,Western Australia,agonis_flexuosa,NA,native,evergreen,0.036100217,18.39166667,747
F,corymbia_citriodora,9/12/2016,E50006,30,26.56,33.925,2.792,74.15552,1.870143485,1.477121255,0.445915414,1.424228071,1.530519856,Western Australia,corymbia_citriodora,NA,native,evergreen,0.105120482,18.39166667,747
F,tipuana_tipu,9/12/2016,A50137,200,62.025,87.385,2.714,168.33585,2.226176616,2.301029996,0.433609843,1.792566773,1.941436891,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.04375655,18.39166667,747
F,tipuana_tipu,9/12/2016,A50137,200,63.085,83.21,3.048,192.28308,2.28394107,2.301029996,0.484014963,1.799926107,1.920175522,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.048315764,18.39166667,747
F,melaleuca_rhaphiophylla,9/12/2016,50146,90,49.875,60.55,2.674,133.36575,2.125044312,1.954242509,0.427161403,1.697882909,1.782114147,Western Australia,melaleuca_rhaphiophylla,NA,native,evergreen,0.053614035,18.39166667,747
F,corymbia_maculata,9/12/2016,E50009,30,23.95,31.69,2.086,49.9597,1.698619822,1.477121255,0.319314304,1.379305518,1.500922239,Western Australia,corymbia_maculata,NA,native,evergreen,0.087098121,18.39166667,747
F,corymbia_maculata,9/12/2016,60073,200,49.4,59.49,3.667,181.1498,2.258037859,2.301029996,0.56431091,1.693726949,1.774443969,Western Australia,corymbia_maculata,NA,native,evergreen,0.074230769,18.39166667,747
F,tipuana_tipu,9/12/2016,A50137,200,63.155,88.045,3.199,202.032845,2.30542198,2.301029996,0.50501424,1.800407739,1.944704698,Western Australia,tipuana_tipu,NA,non-native,deciduous,0.050653155,18.39166667,747
F,eucalyptus_nicholii,9/12/2016,A50132,90,41.4,57.445,3.636,150.5304,2.177624216,1.954242509,0.560623875,1.617000341,1.759252234,Western Australia,eucalyptus_nicholii,NA,native,evergreen,0.087826087,18.39166667,747
F,platanus_acerifolia,9/12/2016,A40281,400,104.945,118.17,5.271,553.165095,2.742854768,2.602059991,0.721893016,2.020961752,2.072507236,Western Australia,platanus_acerifolia,NA,non-native,deciduous,0.050226309,18.39166667,747
F,agonis_flexuosa,9/12/2016,A40101,200,72.61,90.375,2.747,199.45967,2.299855096,2.301029996,0.438858659,1.860996437,1.95604831,Western Australia,agonis_flexuosa,NA,native,evergreen,0.037832255,18.39166667,747
F,liquidambar_styraciflua,9/12/2016,40142,90,38.285,62.995,2.071,79.288235,1.89920875,1.954242509,0.316180099,1.583028651,1.79930608,Western Australia,liquidambar_styraciflua,NA,non-native,deciduous,0.054094293,18.39166667,747
F,eucalyptus_rudis,9/12/2016,A50272,200,84.38,98.055,4.612,389.16056,2.59012882,2.301029996,0.663889299,1.926239521,1.991469744,Western Australia,eucalyptus_rudis,NA,native,evergreen,0.054657502,18.39166667,747
F,jacaranda_mimosifolia,9/12/2016,B9R31,30,18.865,23.475,1.383,26.090295,1.41647899,1.477121255,0.14082218,1.27565681,1.370605601,Western Australia,jacaranda_mimosifolia,NA,non-native,deciduous,0.073310363,18.39166667,747
F,ficus_microcarpa_hilliiflash,9/12/2016,A40247,30,52.48,53.235,2.165,113.6192,2.055451727,1.477121255,0.335457901,1.719993826,1.726197258,Western Australia,ficus_microcarpa,hilliiflash,native,evergreen,0.041253811,18.39166667,747
F,corymbia_maculata,9/12/2016,A50399,500,73.37,90.395,5.198,381.37726,2.581354794,2.698970004,0.715836275,1.865518519,1.956144409,Western Australia,corymbia_maculata,NA,native,evergreen,0.070846395,18.39166667,747
F,olea_europaea,9/12/2016,B9R22,30,17.435,22.415,1.8,31.383,1.496694457,1.477121255,0.255272505,1.241421952,1.350538743,Western Australia,olea_europaea,NA,non-native,evergreen,0.103240608,18.39166667,747
F,corymbia_maculata,9/12/2016,50089,90,39.9,47.24,3.763,150.1437,2.176507114,1.954242509,0.575534218,1.600972896,1.674309889,Western Australia,corymbia_maculata,NA,native,evergreen,0.094310777,18.39166667,747
