nursery_site,species,date,batch_id,volume,calliper300,rcd,height_m,sizeindex,logSI,logvol,logH,logD,logRCD,climate_region,genus_species,variety,origin,leaf_type,slenderness,MAT,MAP
K,angophora_costata,6/27/2016,ac_45,45,33.975,47.54,2.097,71.245575,1.852757896,1.653212514,0.32159843,1.531159465,1.677059177,Victoria,angophora_costata,NA,native,evergreen,0.061721854,13.35833333,1085
K,pyrus_calleryana_chanticleer,6/27/2016,pcc_45,45,32.49,40.705,2.587,84.05163,1.92454614,1.653212514,0.412796429,1.511749711,1.609647759,Victoria,pyrus_calleryana,chanticleer,non-native,deciduous,0.0796245,13.35833333,1085
K,callistemon_kingsparkspecial,6/27/2016,ck_45_c239,45,30.02,35.065,2.288,68.68576,1.836866708,1.653212514,0.35945602,1.477410688,1.544873843,Victoria,callistemon_kingsparkspecial,NA,native,evergreen,0.076215856,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,28.15,43.97,2.47,69.5305,1.842175352,1.653212514,0.392696953,1.449478399,1.643156466,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.087744227,13.35833333,1085
K,lagerstroemia_fauriei_fantasy,6/27/2016,lff_45,45,28.845,33.72,2.405,69.372225,1.841185624,1.653212514,0.381115081,1.460070543,1.527887566,Victoria,lagerstroemia_fauriei,fantasy,non-native,deciduous,0.083376668,13.35833333,1085
K,pyrus_calleryana_chanticleer,6/27/2016,pcc_150,150,50.99,69.58,3.856,196.61744,2.293622037,2.176091259,0.586137025,1.707485012,1.842484424,Victoria,pyrus_calleryana,chanticleer,non-native,deciduous,0.075622671,13.35833333,1085
K,lagerstroemia_indica_sioux,6/27/2016,lis_45,45,18.155,20.345,1.751,31.789405,1.502282399,1.653212514,0.243286146,1.258996253,1.308457694,Victoria,lagerstroemia_indica,sioux,non-native,deciduous,0.09644726,13.35833333,1085
K,olea_europaea_tolleysupright,6/27/2016,oet_45,45,25.12,25.615,1.914,48.07968,1.681961569,1.653212514,0.281941933,1.400019635,1.40849436,Victoria,olea_europaea,tolleysupright,non-native,evergreen,0.076194268,13.35833333,1085
K,ulmus_parvifolia_todd,6/27/2016,upt_150,150,29.71,44.28,2.365,70.26415,1.846733797,2.176091259,0.373831145,1.472902652,1.646207612,Victoria,ulmus_parvifolia,todd,non-native,deciduous,0.079602827,13.35833333,1085
K,acer_freemanii_autumnblaze,6/27/2016,ara_45,45,30.085,34.94,3.243,97.565655,1.989296965,1.653212514,0.510946949,1.478350016,1.543322901,Victoria,acer_freemanii,autumnblaze,non-native,deciduous,0.107794582,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,27.39,40.2,2.294,62.83266,1.798185446,1.653212514,0.360593414,1.437592032,1.604226053,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.083753195,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,29.11,42.325,2.525,73.50275,1.866303588,1.653212514,0.402261382,1.464042205,1.626596967,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.086739952,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,28.4,43.375,2.505,71.142,1.85212607,1.653212514,0.39880773,1.45331834,1.637239488,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.088204225,13.35833333,1085
K,angophora_costata,6/27/2016,ac_100,100,35.36,43.22,2.803,99.11408,1.996135354,2,0.447623098,1.548512256,1.635684763,Victoria,angophora_costata,NA,native,evergreen,0.079270362,13.35833333,1085
K,acer_freemanii_autumnblaze,6/27/2016,ara_45,45,29.265,34.355,2.975,87.063375,1.939835499,1.653212514,0.47348697,1.466348528,1.535989953,Victoria,acer_freemanii,autumnblaze,non-native,deciduous,0.10165727,13.35833333,1085
K,lagerstroemia_indica_zuni,6/27/2016,liz_45,45,16.38,18.955,1.312,21.49056,1.332247732,1.653212514,0.117933835,1.214313897,1.277723789,Victoria,lagerstroemia_indica,zuni,non-native,deciduous,0.08009768,13.35833333,1085
K,zelkova_serrata_wireless,6/27/2016,zsw_45,45,29.605,43.245,2.212,65.48626,1.816150188,1.653212514,0.344785123,1.471365065,1.635935901,Victoria,zelkova_serrata,wireless,non-native,deciduous,0.074717109,13.35833333,1085
K,pyrus_calleryana_chanticleer,6/27/2016,pcc_45,45,33.91,62.365,2.743,93.01513,1.968553597,1.653212514,0.438225808,1.53032779,1.794940927,Victoria,pyrus_calleryana,chanticleer,non-native,deciduous,0.080890593,13.35833333,1085
K,angophora_costata,6/27/2016,ac_45,45,27.85,34.18,1.688,47.0108,1.672197642,1.653212514,0.227372442,1.4448252,1.533772058,Victoria,angophora_costata,NA,native,evergreen,0.060610413,13.35833333,1085
K,waterhousea_floribunda,6/27/2016,wf_45,45,27.93,37.91,1.593,44.49249,1.648286712,1.653212514,0.202215776,1.446070936,1.578753784,Victoria,waterhousea_floribunda,NA,native,evergreen,0.057035446,13.35833333,1085
K,lagerstroemia_indica_natchez,6/27/2016,lin_45,45,23.375,25.505,2.004,46.8435,1.670649337,1.653212514,0.301897717,1.36875162,1.406625328,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.08573262,13.35833333,1085
K,olea_europaea_newnoricamission,6/27/2016,oen__45,45,28.28,27.54,2.395,67.7306,1.830784923,1.653212514,0.379305518,1.451479405,1.439963936,Victoria,olea_europaea,newnoricamission,non-native,evergreen,0.084688826,13.35833333,1085
K,olea_europaea_newnoricamission,6/27/2016,oen__45,45,27.3,28.08,2.311,63.0903,1.799962593,1.653212514,0.363799945,1.436162647,1.448397103,Victoria,olea_europaea,newnoricamission,non-native,evergreen,0.084652015,13.35833333,1085
K,olea_europaea_newnoricamission,6/27/2016,oen__45,45,16.035,20.975,1.805,28.943175,1.461546171,1.653212514,0.256477206,1.205068964,1.32170197,Victoria,olea_europaea,newnoricamission,non-native,evergreen,0.112566261,13.35833333,1085
K,angophora_costata,6/27/2016,ac_100,100,41.525,48.595,3.11,129.14275,2.11107003,2,0.492760389,1.618309641,1.686591586,Victoria,angophora_costata,NA,native,evergreen,0.074894642,13.35833333,1085
K,callistemon_kingsparkspecial,6/27/2016,ck_45_c239,45,19.575,31.44,2.324,45.4923,1.657937894,1.653212514,0.366236124,1.291701771,1.497482537,Victoria,callistemon_kingsparkspecial,NA,native,evergreen,0.118722861,13.35833333,1085
K,magnolia_grandiflora_greenback,6/27/2016,mgg_300,300,77.37,82.69,3.05,235.9785,2.372872436,2.477121255,0.484299839,1.888572597,1.917452992,Victoria,magnolia_grandiflora,greenback,non-native,evergreen,0.039420964,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,26.425,50.775,2.495,65.930375,1.819085546,1.653212514,0.39707055,1.422014996,1.705649932,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.094418165,13.35833333,1085
K,corymbia_citriodora,6/27/2016,cc_100,100,33.2,46.435,3.037,100.8284,2.003582876,2,0.482444792,1.521138084,1.66684545,Victoria,corymbia_citriodora,NA,native,evergreen,0.091475904,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,29.545,46.535,2.547,75.251115,1.876512939,1.653212514,0.406028945,1.470483994,1.667779718,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.08620748,13.35833333,1085
K,lagerstroemia_indica_tuscarora,6/27/2016,lit_150,150,53.06,58.415,3.244,172.12664,2.235848091,2.176091259,0.511080846,1.724767246,1.766524381,Victoria,lagerstroemia_indica,tuscarora,non-native,deciduous,0.061138334,13.35833333,1085
K,lagerstroemia_indica_biloxi,6/27/2016,lib_45,45,28.325,30.9,2.735,77.468875,1.889127249,1.653212514,0.436957331,1.452169919,1.489958479,Victoria,lagerstroemia_indica,biloxi,non-native,deciduous,0.096557811,13.35833333,1085
K,lagerstroemia_fauriei_fantasy,6/27/2016,lff_45,45,29.15,32.28,2.132,62.1478,1.793425759,1.653212514,0.3287872,1.464638559,1.508933526,Victoria,lagerstroemia_fauriei,fantasy,non-native,deciduous,0.073138937,13.35833333,1085
K,lagerstroemia_indica_sioux,6/27/2016,lis_45,45,18.825,19.805,1.62,30.4965,1.484249999,1.653212514,0.209515015,1.274734985,1.296774847,Victoria,lagerstroemia_indica,sioux,non-native,deciduous,0.086055777,13.35833333,1085
K,olea_europaea_tolleysupright,6/27/2016,oet_45,45,22.205,26.66,1.718,38.14819,1.581473937,1.653212514,0.235023159,1.346450778,1.425860145,Victoria,olea_europaea,tolleysupright,non-native,evergreen,0.077369962,13.35833333,1085
K,olea_europaea_newnoricamission,6/27/2016,oen__45,45,22.17,26.64,2.34,51.8778,1.714981551,1.653212514,0.369215857,1.345765693,1.42553422,Victoria,olea_europaea,newnoricamission,non-native,evergreen,0.105548038,13.35833333,1085
K,lagerstroemia_indica_zuni,6/27/2016,liz_45,45,20.69,30.575,1.511,31.26259,1.495024955,1.653212514,0.179264464,1.315760491,1.485366466,Victoria,lagerstroemia_indica,zuni,non-native,deciduous,0.073030449,13.35833333,1085
K,corymbia_citriodora,6/27/2016,cc_100,100,33.07,44.12,3.388,112.04116,2.049377597,2,0.529943402,1.519434195,1.644635504,Victoria,corymbia_citriodora,NA,native,evergreen,0.10244935,13.35833333,1085
K,acer_freemanii_autumnblaze,6/27/2016,ara_45,45,30.565,34.64,3.028,92.55082,1.966380271,1.653212514,0.481155871,1.4852244,1.539577883,Victoria,acer_freemanii,autumnblaze,non-native,deciduous,0.099067561,13.35833333,1085
K,zelkova_serrata_wireless,6/27/2016,zsw_45,45,27.715,34.535,2.828,78.37802,1.894194288,1.653212514,0.451479405,1.442714883,1.53825946,Victoria,zelkova_serrata,wireless,non-native,deciduous,0.102038607,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,27.81,51.85,2.491,69.27471,1.840574716,1.653212514,0.396373728,1.444200989,1.714748761,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.089572096,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,27.455,48.035,2.596,71.27318,1.852926136,1.653212514,0.414304688,1.438621448,1.681557795,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.094554726,13.35833333,1085
K,angophora_costata,6/27/2016,ac_45,45,21.39,32.845,2.422,51.80658,1.714384923,1.653212514,0.384174139,1.330210785,1.516469266,Victoria,angophora_costata,NA,native,evergreen,0.113230482,13.35833333,1085
K,fraxinus_pennsylvanica_cimmaron,6/27/2016,fpc_45,45,25.18,55.525,2.437,61.36366,1.787911255,1.653212514,0.386855529,1.401055726,1.744488567,Victoria,fraxinus_pennsylvanica,cimmaron,non-native,deciduous,0.096783161,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,27.83,31.81,2.155,59.97365,1.777960481,1.653212514,0.333447274,1.444513206,1.502563669,Victoria,olea_europaea,swanhill,non-native,evergreen,0.077434423,13.35833333,1085
K,acer_freemanii_autumnblaze,6/27/2016,ara_45,45,34.805,37.83,3.056,106.36408,2.026794988,1.653212514,0.48515335,1.541641638,1.577836341,Victoria,acer_freemanii,autumnblaze,non-native,deciduous,0.087803477,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,18.6,25.175,1.95,36.27,1.559547556,1.653212514,0.290034611,1.269512944,1.400969479,Victoria,olea_europaea,swanhill,non-native,evergreen,0.10483871,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,20.555,29.765,2.154,44.27547,1.64616318,1.653212514,0.333245699,1.312917481,1.473705887,Victoria,olea_europaea,swanhill,non-native,evergreen,0.104792021,13.35833333,1085
K,zelkova_serrata_greenvase,6/27/2016,zsgv_45,45,29.475,35.065,3.736,110.1186,2.041860681,1.653212514,0.572406868,1.469453814,1.544873843,Victoria,zelkova_serrata,greenvase,non-native,deciduous,0.126751484,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,18.6,24.885,1.949,36.2514,1.559324783,1.653212514,0.289811839,1.269512944,1.395937645,Victoria,olea_europaea,swanhill,non-native,evergreen,0.104784946,13.35833333,1085
K,zelkova_serrata_wireless,6/27/2016,zsw_45,45,25.48,27.1,2.886,73.53528,1.86649575,1.653212514,0.460296327,1.406199424,1.432969291,Victoria,zelkova_serrata,wireless,non-native,deciduous,0.113265306,13.35833333,1085
K,corymbia_citriodora,6/27/2016,cc_100,100,32.94,43.92,3.274,107.84556,2.03280227,2,0.515078675,1.517723595,1.642662331,Victoria,corymbia_citriodora,NA,native,evergreen,0.099392835,13.35833333,1085
K,gleditsia_triacanthos_elegantissima,6/27/2016,gte_45,45,15.705,33.085,2.228,34.99074,1.543953127,1.653212514,0.347915187,1.196037941,1.519631139,Victoria,gleditsia_triacanthos,elegantissima,non-native,deciduous,0.141865648,13.35833333,1085
K,ulmus_parvifolia_todd,6/27/2016,upt_75,75,33.665,40.87,3.464,116.61556,2.066756502,1.875061263,0.539577883,1.527178619,1.611404638,Victoria,ulmus_parvifolia,todd,non-native,deciduous,0.102896183,13.35833333,1085
K,angophora_costata,6/27/2016,ac_45,45,31.89,38.49,2.012,64.16268,1.807282496,1.653212514,0.303627976,1.503654519,1.585347911,Victoria,angophora_costata,NA,native,evergreen,0.063091878,13.35833333,1085
K,ulmus_parvifolia_todd,6/27/2016,upt_150,150,32.925,42.605,2.695,88.732875,1.948084553,2.176091259,0.43055877,1.517525784,1.62946057,Victoria,ulmus_parvifolia,todd,non-native,deciduous,0.081852696,13.35833333,1085
K,zelkova_serrata_greenvase,6/27/2016,zsgv_45,45,27.73,38.015,3.988,110.58724,2.043705019,1.653212514,0.60075515,1.44294987,1.579954995,Victoria,zelkova_serrata,greenvase,non-native,deciduous,0.143815362,13.35833333,1085
K,zelkova_serrata_goldenflame,6/27/2016,zsg_45,45,26.265,40.92,2.573,67.579845,1.829817191,1.653212514,0.410439786,1.419377405,1.611935625,Victoria,zelkova_serrata,goldenflame,non-native,deciduous,0.097963069,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,24.57,53.54,2.467,60.61419,1.782574306,1.653212514,0.392169149,1.390405156,1.728678367,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.100407,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,26.32,51.55,2.507,65.98424,1.819440219,1.653212514,0.399154334,1.420285885,1.71222867,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.09525076,13.35833333,1085
K,lagerstroemia_indica_zuni,6/27/2016,liz_45,45,18.965,21.815,1.34,25.4131,1.405057645,1.653212514,0.127104798,1.277952847,1.338755217,Victoria,lagerstroemia_indica,zuni,non-native,deciduous,0.070656472,13.35833333,1085
K,ulmus_parvifolia_todd,6/27/2016,upt_300,300,62.225,82.175,4.451,276.963475,2.4424225,2.477121255,0.648457594,1.793964905,1.914739713,Victoria,ulmus_parvifolia,todd,non-native,deciduous,0.071530735,13.35833333,1085
K,pyrus_calleryana_chanticleer,6/27/2016,pcc_45,45,34.56,44.96,2.487,85.95072,1.934249519,1.653212514,0.395675785,1.538573734,1.652826303,Victoria,pyrus_calleryana,chanticleer,non-native,deciduous,0.071961806,13.35833333,1085
K,lagerstroemia_indica_zuni,6/27/2016,liz_45,45,20.13,25.315,1.654,33.29502,1.52237928,1.653212514,0.218535505,1.303843775,1.403377932,Victoria,lagerstroemia_indica,zuni,non-native,deciduous,0.082165922,13.35833333,1085
K,lagerstroemia_fauriei_fantasy,6/27/2016,lff_45,45,28.985,32.72,2.142,62.08587,1.792992771,1.653212514,0.330819466,1.462173305,1.514813295,Victoria,lagerstroemia_fauriei,fantasy,non-native,deciduous,0.073900293,13.35833333,1085
K,acer_freemanii_autumnblaze,6/27/2016,ara_45,45,28.22,34.7,2.873,81.07606,1.908892635,1.653212514,0.458335626,1.450557009,1.540329475,Victoria,acer_freemanii,autumnblaze,non-native,deciduous,0.101807229,13.35833333,1085
K,lagerstroemia_indica_natchez,6/27/2016,lin_45,45,29.205,34.09,2.247,65.623635,1.817060283,1.653212514,0.351603072,1.465457211,1.532627001,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.07693888,13.35833333,1085
K,ulmus_parvifolia_todd,6/27/2016,upt_150,150,31.14,40.14,3.055,95.1327,1.978329823,2.176091259,0.485011215,1.493318608,1.603577368,Victoria,ulmus_parvifolia,todd,non-native,deciduous,0.098105331,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,21.56,31.075,2.156,46.48336,1.667297513,1.653212514,0.333648757,1.333648757,1.492411137,Victoria,olea_europaea,swanhill,non-native,evergreen,0.1,13.35833333,1085
K,gleditsia_triacanthos_sunburst,6/27/2016,gts_45,45,22.585,36.94,2.606,58.85651,1.769794506,1.653212514,0.415974411,1.353820095,1.567496891,Victoria,gleditsia_triacanthos,sunburst,non-native,deciduous,0.115386318,13.35833333,1085
K,waterhousea_floribunda,6/27/2016,wf_45,45,26.595,35.985,1.413,37.578735,1.574942157,1.653212514,0.150142162,1.424799995,1.556121507,Victoria,waterhousea_floribunda,NA,native,evergreen,0.053130288,13.35833333,1085
K,ulmus_parvifolia_todd,6/27/2016,upt_150,150,31.73,46.43,3.591,113.94243,2.056685477,2.176091259,0.555215405,1.501470072,1.666798684,Victoria,ulmus_parvifolia,todd,non-native,deciduous,0.113173653,13.35833333,1085
K,lagerstroemia_indica_kiowa,6/27/2016,lik_45,45,29.965,32.93,2.114,63.34601,1.801719265,1.653212514,0.325104983,1.476614282,1.517591731,Victoria,lagerstroemia_indica,kiowa,non-native,deciduous,0.070548974,13.35833333,1085
K,pyrus_calleryana_chanticleer,6/27/2016,pcc_45,45,30.57,47.095,2.503,76.51671,1.883756288,1.653212514,0.39846085,1.485295439,1.672974801,Victoria,pyrus_calleryana,chanticleer,non-native,deciduous,0.081877658,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,25.895,46.23,2.58,66.8091,1.824835621,1.653212514,0.411619706,1.413215915,1.664923893,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.099633134,13.35833333,1085
K,pyrus_calleryana_chanticleer,6/27/2016,pcc_45,45,27.69,48,2.739,75.84291,1.879914988,1.653212514,0.437592032,1.442322956,1.681241237,Victoria,pyrus_calleryana,chanticleer,non-native,deciduous,0.098916576,13.35833333,1085
K,pyrus_calleryana_chanticleer,6/27/2016,pcc_45,45,32.675,48.73,2.432,79.4656,1.900179167,1.653212514,0.385963571,1.514215596,1.687796411,Victoria,pyrus_calleryana,chanticleer,non-native,deciduous,0.074429992,13.35833333,1085
K,zelkova_serrata_musashino,6/27/2016,zsm_45,45,24.1,34.36,2.452,59.0932,1.771537508,1.653212514,0.389520466,1.382017043,1.536053155,Victoria,zelkova_serrata,musashino,non-native,deciduous,0.101742739,13.35833333,1085
K,lagerstroemia_indica_natchez,6/27/2016,lin_45,45,28.33,29.75,2.18,61.7594,1.790703068,1.653212514,0.338456494,1.452246575,1.47348697,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.076950229,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,22.72,32.48,2.257,51.27904,1.709939886,1.653212514,0.353531559,1.356408327,1.511616021,Victoria,olea_europaea,swanhill,non-native,evergreen,0.099339789,13.35833333,1085
K,acer_freemanii_autumnblaze,6/27/2016,ara_45,45,32.255,37.065,3.014,97.21657,1.987740294,1.653212514,0.479143248,1.508597046,1.568964004,Victoria,acer_freemanii,autumnblaze,non-native,deciduous,0.093442877,13.35833333,1085
K,lophostemon_confertus,6/27/2016,lc_100,100,50.965,41.755,3.303,168.337395,2.226180602,2,0.518908574,1.707272029,1.620708488,Victoria,lophostemon_confertus,NA,native,evergreen,0.064809183,13.35833333,1085
K,gleditsia_triacanthos_continental,6/27/2016,gtc_45,45,23.795,37.27,3.001,71.408795,1.853751705,1.653212514,0.477265995,1.376485709,1.571359393,Victoria,gleditsia_triacanthos,continental,non-native,deciduous,0.126118933,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,21.275,28.285,2.07,44.03925,1.643839914,1.653212514,0.315970345,1.327869569,1.451556183,Victoria,olea_europaea,swanhill,non-native,evergreen,0.097297297,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,23.21,26.015,2.149,49.87829,1.697911556,1.653212514,0.332236415,1.36567514,1.41522383,Victoria,olea_europaea,swanhill,non-native,evergreen,0.092589401,13.35833333,1085
K,angophora_costata,6/27/2016,ac_45,45,23.1,36.135,1.917,44.2827,1.646234093,1.653212514,0.282622113,1.36361198,1.557928059,Victoria,angophora_costata,NA,native,evergreen,0.082987013,13.35833333,1085
K,zelkova_serrata_musashino,6/27/2016,zsm_45,45,25.32,35.05,3.11,78.7452,1.89622409,1.653212514,0.492760389,1.403463701,1.544688022,Victoria,zelkova_serrata,musashino,non-native,deciduous,0.122827804,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,22.505,24.72,2.277,51.243885,1.709642048,1.653212514,0.357363031,1.352279017,1.393048466,Victoria,olea_europaea,swanhill,non-native,evergreen,0.101177516,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,25.59,52.375,2.532,64.79388,1.811533987,1.653212514,0.403463701,1.408070286,1.719124036,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.0989449,13.35833333,1085
K,gleditsia_triacanthos_continental,6/27/2016,gtc_45,45,24.59,36.4,2.534,62.31106,1.794565139,1.653212514,0.403806611,1.390758529,1.561101384,Victoria,gleditsia_triacanthos,continental,non-native,deciduous,0.10305002,13.35833333,1085
K,fraxinus_pennsylvanica_urbanite,6/27/2016,fpu_45,45,31.485,43.235,2.341,73.706385,1.867505111,1.653212514,0.369401414,1.498103698,1.635835463,Victoria,fraxinus_pennsylvanica,urbanite,non-native,deciduous,0.074352866,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,24.95,27.355,2.308,57.5846,1.760306354,1.653212514,0.363235804,1.39707055,1.437036719,Victoria,olea_europaea,swanhill,non-native,evergreen,0.09250501,13.35833333,1085
K,angophora_costata,6/27/2016,ac_45,45,27.845,37.185,2.083,58.001135,1.763436492,1.653212514,0.31868927,1.444747222,1.570367786,Victoria,angophora_costata,NA,native,evergreen,0.074806967,13.35833333,1085
K,angophora_costata,6/27/2016,ac_45,45,30.56,37.165,2.187,66.83472,1.825002133,1.653212514,0.339848783,1.48515335,1.570134137,Victoria,angophora_costata,NA,native,evergreen,0.071564136,13.35833333,1085
K,angophora_costata,6/27/2016,ac_100,100,43.635,52.57,3.053,133.217655,2.124561785,2,0.484726804,1.63983498,1.720737977,Victoria,angophora_costata,NA,native,evergreen,0.06996677,13.35833333,1085
K,fraxinus_pennsylvanica_cimmaron,6/27/2016,fpc_45,45,27.535,36.9,2.871,79.052985,1.897918273,1.653212514,0.458033192,1.439885081,1.567026366,Victoria,fraxinus_pennsylvanica,cimmaron,non-native,deciduous,0.104267296,13.35833333,1085
K,olea_europaea_swanhill,6/27/2016,oes_45,45,20.265,26.005,2.246,45.51519,1.65815636,1.653212514,0.351409752,1.306746608,1.415056858,Victoria,olea_europaea,swanhill,non-native,evergreen,0.110831483,13.35833333,1085
K,gleditsia_triacanthos_sunburst,6/27/2016,gts_45,45,21.26,33.17,2.495,53.0437,1.72463381,1.653212514,0.39707055,1.32756326,1.520745472,Victoria,gleditsia_triacanthos,sunburst,non-native,deciduous,0.117356538,13.35833333,1085
K,acer_freemanii_autumnblaze,6/27/2016,ara_45,45,29.8,36.74,3.145,93.721,1.971836914,1.653212514,0.49762065,1.474216264,1.565139152,Victoria,acer_freemanii,autumnblaze,non-native,deciduous,0.105536913,13.35833333,1085
K,zelkova_serrata_wireless,6/27/2016,zsw_45,45,28.195,39.565,2.104,59.32228,1.773217834,1.653212514,0.323045735,1.450172099,1.59731117,Victoria,zelkova_serrata,wireless,non-native,deciduous,0.07462316,13.35833333,1085
K,callistemon_kingsparkspecial,6/27/2016,ck_45_c239,45,21.19,30.34,2.526,53.52594,1.728564303,1.653212514,0.402433346,1.326130957,1.482015576,Victoria,callistemon_kingsparkspecial,NA,native,evergreen,0.119207173,13.35833333,1085
K,gleditsia_triacanthos_sunburst,6/27/2016,gts_45,45,21.55,37.2,2.675,57.64625,1.760771061,1.653212514,0.427323786,1.333447274,1.57054294,Victoria,gleditsia_triacanthos,sunburst,non-native,deciduous,0.12412993,13.35833333,1085
K,lagerstroemia_indica_sioux,6/27/2016,lis_45,45,19.02,21.12,1.96,37.2792,1.571466584,1.653212514,0.292256071,1.279210513,1.324693914,Victoria,lagerstroemia_indica,sioux,non-native,deciduous,0.103049422,13.35833333,1085
K,gleditsia_triacanthos_sunburst,6/27/2016,gts_45,45,21.21,31.955,3.069,65.09349,1.813537557,1.653212514,0.486996888,1.326540669,1.504538822,Victoria,gleditsia_triacanthos,sunburst,non-native,deciduous,0.144695898,13.35833333,1085
K,lagerstroemia_indica_natchez,6/27/2016,lin_45,45,28.235,32.385,2.31,65.22285,1.814399772,1.653212514,0.36361198,1.450787792,1.510343901,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.081813352,13.35833333,1085
K,lagerstroemia_indica_zuni,6/27/2016,liz_45,45,16.765,19.905,1.632,27.36048,1.437123712,1.653212514,0.212720154,1.224403558,1.298962182,Victoria,lagerstroemia_indica,zuni,non-native,deciduous,0.097345661,13.35833333,1085
K,olea_europaea_tolleysupright,6/27/2016,oet_45,45,17.36,21.79,1.806,31.35216,1.496267467,1.653212514,0.256717746,1.239549721,1.33825723,Victoria,olea_europaea,tolleysupright,non-native,evergreen,0.104032258,13.35833333,1085
K,lagerstroemia_indica_natchez,6/27/2016,lin_45,45,29.22,33.58,2.27,66.3294,1.821706069,1.653212514,0.356025857,1.465680212,1.526080692,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.077686516,13.35833333,1085
K,gleditsia_triacanthos_elegantissima,6/27/2016,gte_45,45,15.46,35.045,1.85,28.601,1.456381218,1.653212514,0.267171728,1.18920949,1.544626064,Victoria,gleditsia_triacanthos,elegantissima,non-native,deciduous,0.119663648,13.35833333,1085
K,lagerstroemia_indica_natchez,6/27/2016,lin_45,45,29.635,31.85,2.535,75.124725,1.875782895,1.653212514,0.403977964,1.471804932,1.503109437,Victoria,lagerstroemia_indica,natchez,non-native,deciduous,0.085540746,13.35833333,1085
K,araucaria_heterophylla,6/27/2016,ah_1500,1500,195.4422701,255.9211485,6.92,1352.460509,3.131124593,3.176091259,0.840106094,2.291018498,2.408106176,Victoria,araucaria_heterophylla,NA,native,evergreen,0.035406875,13.35833333,1085
K,gleditsia_triacanthos_sunburst,6/27/2016,gts_45,45,22.12,34.785,3.062,67.73144,1.830790309,1.653212514,0.486005186,1.344785123,1.541392008,Victoria,gleditsia_triacanthos,sunburst,non-native,deciduous,0.138426763,13.35833333,1085
K,zelkova_serrata_greenvase,6/27/2016,zsgv_45,45,27.825,40.18,4.009,111.550425,2.047471229,1.653212514,0.603036056,1.444435173,1.604009932,Victoria,zelkova_serrata,greenvase,non-native,deciduous,0.144079066,13.35833333,1085
K,gleditsia_triacanthos_continental,6/27/2016,gtc_45,45,26.045,39.69,2.365,61.596425,1.789555507,1.653212514,0.373831145,1.415724362,1.598681099,Victoria,gleditsia_triacanthos,continental,non-native,deciduous,0.090804377,13.35833333,1085
K,zelkova_serrata_wireless,6/27/2016,zsw_45,45,27.11,31.685,2.47,66.9617,1.825826471,1.653212514,0.392696953,1.433129518,1.500853711,Victoria,zelkova_serrata,wireless,non-native,deciduous,0.091110291,13.35833333,1085
