nursery_site,species,genus_species,volume,climate_region,origin,leaf_type,calliper300.mean,rcd.mean,height_m.mean,sizeindex.mean,calliper300.se,rcd.se,height_m.se,sizeindex.se,MAT,MAP
E,brachychiton_acerifolius,brachychiton_acerifolius,100,Western Australia,native,deciduous,73.8475,89.88,3.1535,233.081545,4.9025,5.19,0.0415,18.524705,18.45833333,760
F,ficus_microcarpa_hilliiflash,ficus_microcarpa,90,Western Australia,native,evergreen,75.815,80.30575,2.10985,159.9545708,0.606904787,0.721169032,0.025460834,2.318066104,18.39166667,747
F,angophora_costata,angophora_costata,30,Western Australia,native,evergreen,28.89744444,37.80977778,1.804533333,52.37917856,0.505936965,0.738523249,0.037879775,1.6086541,18.39166667,747
F,ficus_microcarpa_hilliiflash,ficus_microcarpa,30,Western Australia,native,evergreen,42.46422222,53.26855556,2.064266667,88.01657656,1.049113261,0.525749864,0.024528779,2.615873663,18.39166667,747
F,liquidambar_styraciflua,liquidambar_styraciflua,90,Western Australia,non-native,deciduous,39.94475,59.88525,2.07035,83.4048405,1.066344622,1.663725942,0.069719637,4.567322957,18.39166667,747
F,eucalyptus_victrix,eucalyptus_victrix,90,Western Australia,native,evergreen,36.24825,45.69175,2.48165,90.09475325,1.325847955,1.453910574,0.05468745,3.952500627,18.39166667,747
F,eucalyptus_leucoxylon_rosea,eucalyptus_leucoxylon,90,Western Australia,native,evergreen,36.45625,44.274,2.87425,105.4194648,1.145841444,1.200448304,0.08905013,5.37414652,18.39166667,747
F,tristaniopsis_laurina_luscious,tristaniopsis_laurina,200,Western Australia,native,evergreen,48.867,61.93125,2.87865,141.179765,0.764852703,1.036524803,0.050408243,4.123133516,18.39166667,747
F,agonis_flexuosa,agonis_flexuosa,500,Western Australia,native,evergreen,101.545,109.6416667,3.810666667,390.04502,3.115589832,7.765366665,0.503913132,64.40895258,18.39166667,747
F,corymbia_maculata,corymbia_maculata,200,Western Australia,native,evergreen,52.59,62.88277778,4.1815,221.7553653,2.195146272,3.493332777,0.090343688,13.25431112,18.39166667,747
F,tristaniopsis_laurina_luscious,tristaniopsis_laurina,30,Western Australia,native,evergreen,21.04255556,27.34455556,1.539466667,32.57056078,0.351642202,0.388800695,0.022276717,0.904483259,18.39166667,747
F,erythrina_indica,erythrina_indica,90,Western Australia,native,deciduous,56.7615,68.13125,2.0218,115.2642338,1.032548973,1.079487017,0.046997178,4.023670018,18.39166667,747
F,prunus_blireana,prunus_blireana,90,Western Australia,non-native,deciduous,40.1585,49.096,2.3249,93.32037175,0.653823481,0.510913089,0.041454788,2.126555489,18.39166667,747
F,agonis_flexuosa,agonis_flexuosa,30,Western Australia,native,evergreen,20.96077778,29.51155556,1.336777778,28.38822411,0.68008032,0.662065673,0.033222085,1.422759517,18.39166667,747
F,callistemon_kingsparkspecial,callistemon_kingsparkspecial,90,Western Australia,native,evergreen,35.60475,45.905,2.16725,79.239524,1.920896976,2.802444633,0.073958946,6.78113847,18.39166667,747
F,tipuana_tipu,tipuana_tipu,500,Western Australia,non-native,deciduous,77.125,104.53,3.783333333,292.0800975,3.23761512,3.680417775,0.119167855,16.21075822,18.39166667,747
F,banksia_integrifolia,banksia_integrifolia,30,Western Australia,native,evergreen,19.63833333,31.01355556,1.570266667,31.16888733,0.481390898,0.674013432,0.036970865,1.221394475,18.39166667,747
F,agonis_flexuosa,agonis_flexuosa,200,Western Australia,native,evergreen,74.66321429,89.33785714,2.985071429,223.1178025,2.549879205,2.446952563,0.111563143,12.02476956,18.39166667,747
F,tipuana_tipu,tipuana_tipu,200,Western Australia,non-native,deciduous,61.5045,85.4755,3.0822,189.9303013,1.935898061,2.097682835,0.053392371,7.536515306,18.39166667,747
F,eucalyptus_victrix,eucalyptus_victrix,30,Western Australia,native,evergreen,23.178,29.05544444,2.017444444,47.19346922,0.574919041,0.770393115,0.037694781,1.75606785,18.39166667,747
F,olea_europaea,olea_europaea,30,Western Australia,non-native,evergreen,17.26977778,22.22066667,1.622955556,28.39468244,1.725566207,0.45216596,0.029086252,2.975429666,18.39166667,747
F,corymbia_maculata,corymbia_maculata,30,Western Australia,native,evergreen,25.99283333,32.07588889,2.480022222,64.79937706,0.476099787,0.64660083,0.047176667,1.937314937,18.39166667,747
F,tristaniopsis_laurina_luscious,tristaniopsis_laurina,90,Western Australia,native,evergreen,43.51475,54.45175,2.61085,113.923223,0.998816502,1.685366284,0.035296882,3.409911677,18.39166667,747
F,lagerstroemia_indica_natchez,lagerstroemia_indica,30,Western Australia,non-native,deciduous,25.68355556,32.39811111,2.328311111,59.88332322,0.568494104,0.786015995,0.03350109,1.62353401,18.39166667,747
F,corymbia_citriodora,corymbia_citriodora,30,Western Australia,native,evergreen,22.92144444,32.64866667,1.998711111,46.17064989,0.386938861,3.05862447,0.037685844,1.470490641,18.39166667,747
F,araucaria_heterophylla,araucaria_heterophylla,30,Western Australia,native,evergreen,26.12033333,29.45077778,1.444,37.69463656,0.38859961,0.43961628,0.026880844,0.87499701,18.39166667,747
F,corymbia_calophylla,corymbia_calophylla,500,Western Australia,native,evergreen,81.881,96.595,4.4744,369.631938,6.992202514,7.473456864,0.251086957,46.06355299,18.39166667,747
F,hibiscus_tiliaceus_rubra,hibiscus_tiliaceus,500,Western Australia,native,evergreen,76.63125,88.16875,3.1275,239.6751413,0.984878112,1.722303902,0.02781037,4.012353883,18.39166667,747
F,eucalyptus_rudis,eucalyptus_rudis,500,Western Australia,native,evergreen,76.8025,94.64708333,4.947916667,380.4136038,1.822476514,2.91759802,0.104697939,13.07417719,18.39166667,747
F,platanus_acerifolia,platanus_acerifolia,400,Western Australia,non-native,deciduous,101.2740909,117.9881818,5.520090909,560.3062464,2.762711762,2.805597593,0.088624484,21.47513364,18.39166667,747
F,eucalyptus_nicholii,eucalyptus_nicholii,90,Western Australia,native,evergreen,45.2205,60.141,3.52165,160.4881858,1.261774435,1.49677498,0.104931087,7.883764657,18.39166667,747
F,pyrus_ussuriensis,pyrus_ussuriensis,90,Western Australia,non-native,deciduous,36.3365,55.57225,2.3772,86.686064,1.210305426,2.029521057,0.04022984,3.662848143,18.39166667,747
F,zelkova_serrata,zelkova_serrata,30,Western Australia,non-native,deciduous,26.76153846,40.86346154,3.183076923,85.12755346,0.648656744,1.651064476,0.057372876,2.458360714,18.39166667,747
F,eucalyptus_rudis,eucalyptus_rudis,30,Western Australia,native,evergreen,30.74755556,42.21495556,2.285466667,70.56221778,0.609927832,0.920778493,0.043253056,2.043605765,18.39166667,747
F,eucalyptus_leucoxylon_rosea,eucalyptus_leucoxylon,30,Western Australia,native,evergreen,19.54488889,24.726,1.548444444,30.88275967,0.745185989,0.775457532,0.051864417,1.732285485,18.39166667,747
F,corymbia_maculata,corymbia_maculata,500,Western Australia,native,evergreen,86.05190476,102.9011905,5.050714286,436.7984069,1.857116956,2.304114847,0.096280373,15.93287455,18.39166667,747
F,agonis_flexuosa_burgundy,agonis_flexuosa,90,Western Australia,native,evergreen,31.3455,37.68025,2.46515,77.65832675,1.029765233,1.184244345,0.042881678,3.338326146,18.39166667,747
F,araucaria_heterophylla,araucaria_heterophylla,500,Western Australia,native,evergreen,93.12714286,120.5614286,3.604571429,334.5913421,1.729192923,1.362452146,0.148706944,10.29382818,18.39166667,747
F,corymbia_maculata,corymbia_maculata,90,Western Australia,native,evergreen,43.5065,51.13325,3.5793,156.1487745,1.128105194,1.049003492,0.071255918,5.487003047,18.39166667,747
F,hibiscus_tiliaceus_rubra,hibiscus_tiliaceus,90,Western Australia,native,evergreen,43.1735,49.96525,2.1683,93.77690125,1.255307317,1.349531423,0.02600163,3.183899358,18.39166667,747
F,pyrus_calleryana_winterglow,pyrus_calleryana,200,Western Australia,non-native,deciduous,67.177,91.459,3.5626,240.0428305,2.007562674,3.121450678,0.093653759,11.31003029,18.39166667,747
F,agonis_flexuosa,agonis_flexuosa,400,Western Australia,native,evergreen,96.69590909,111.4540909,3.610909091,350.3880441,2.458818436,2.846654561,0.125147582,17.86432141,18.39166667,747
F,araucaria_heterophylla,araucaria_heterophylla,200,Western Australia,native,evergreen,64.3215,72.70175,3.0853,198.931644,1.115719505,1.422846446,0.061660962,6.18012766,18.39166667,747
F,agonis_flexuosa_burgundy,agonis_flexuosa,300,Western Australia,native,evergreen,82,100.9733333,3.684666667,302.4170783,2.195622539,3.732809859,0.062520219,13.34344253,18.39166667,747
F,eucalyptus_erythrocorys,eucalyptus_erythrocorys,90,Western Australia,native,evergreen,44.42075,48.444,2.0525,91.396867,1.190220472,1.04566666,0.041757792,3.351945461,18.39166667,747
F,olea_europaea_manzanillo,olea_europaea,90,Western Australia,non-native,evergreen,41.197,55.84525,2.7447,113.0877915,0.962494457,1.331085651,0.063486513,3.678856845,18.39166667,747
F,araucaria_heterophylla,araucaria_heterophylla,90,Western Australia,native,evergreen,45.188,50.6635,2.1469,97.7135345,1.505259568,1.50635658,0.049561705,4.589280984,18.39166667,747
F,eucalyptus_rudis,eucalyptus_rudis,200,Western Australia,native,evergreen,78.28625,90.64708333,4.5045,354.1619588,1.849426316,1.898820952,0.097313341,15.50719922,18.39166667,747
F,melaleuca_rhaphiophylla,melaleuca_rhaphiophylla,90,Western Australia,native,evergreen,48.73,1082.479,2.0477,99.590846,1.579075137,1024.01352,0.053287902,3.935455113,18.39166667,747
F,jacaranda_mimosifolia,jacaranda_mimosifolia,30,Western Australia,non-native,deciduous,17.49533333,23.05477778,1.287044444,22.75288267,0.400178981,0.437047109,0.024313752,0.812699026,18.39166667,747
G,acer_freemanii,acer_freemanii,35,South Australia,non-native,deciduous,27.0315625,34.6471875,3.160125,85.61152156,0.579650347,0.99283212,0.044629015,2.645655309,13.75833333,793
G,ginkgo_biloba,ginkgo_biloba,100,South Australia,non-native,deciduous,40.39111111,55.05333333,3.074333333,124.2320539,0.909247926,1.562333991,0.053289305,3.798724907,13.75833333,793
G,ulmus_procera_vanhoutte,ulmus_procera,45,South Australia,non-native,deciduous,37.594375,48.843125,3.069875,115.3461631,0.668026436,1.741553324,0.054136876,2.460372098,13.75833333,793
G,malus_transitoria_royalraindrops,malus_transitoria,45,South Australia,non-native,deciduous,23.53571429,32.18714286,2.274,53.56289357,0.527354616,1.046836423,0.025048524,1.615979837,13.75833333,793
G,lagerstroemia_indica_tuscarora,lagerstroemia_indica,35,South Australia,non-native,deciduous,27.98583333,33.305,2.723166667,76.12461167,0.48184959,0.83190344,0.11196887,3.04571882,13.75833333,793
G,gleditsia_triacanthos_rubylace,gleditsia_triacanthos,35,South Australia,non-native,deciduous,21.51285714,34.46071429,2.588714286,55.68556571,0.493511298,1.145993242,0.061830303,1.800262654,13.75833333,793
G,quercus_rubra,quercus_rubra,100,South Australia,non-native,deciduous,42.9975,64.1125,4.2035,180.74225,0.3475,0.9225,0.0065,1.7402,13.75833333,793
G,zelkova_serrata_greenvase,zelkova_serrata,150,South Australia,non-native,deciduous,60.81,66.11236842,3.304473684,201.3130916,1.40882598,2.271630735,0.034725521,5.798245799,13.75833333,793
G,acer_negundo_sensation,acer_negundo,35,South Australia,non-native,deciduous,37.08230769,40.30653846,2.656230769,98.52437462,0.585832635,0.640565752,0.048259734,2.468239094,13.75833333,793
G,quercus_rubra,quercus_rubra,35,South Australia,non-native,deciduous,25.23,38.85833333,2.806666667,70.942075,0.834670594,2.684716517,0.07831631,4.276697307,13.75833333,793
G,lagerstroemia_indica_tuscarora,lagerstroemia_indica,45,South Australia,non-native,deciduous,31.189375,37.210625,2.7475,85.63784188,0.687594433,1.052400927,0.055666738,2.234947438,13.75833333,793
G,lagerstroemia_indica_natchez,lagerstroemia_indica,45,South Australia,non-native,deciduous,28.911875,37.4975,2.584375,74.697035,0.485916786,1.467849496,0.058514326,1.972719482,13.75833333,793
G,acer_platanoides_crimsonsentry,acer_platanoides,35,South Australia,non-native,deciduous,30.297,38.228,2.821,85.66809,0.591913423,1.25041953,0.097580223,4.447524132,13.75833333,793
G,acer_negundo_sensation,acer_negundo,75,South Australia,non-native,deciduous,47.4735,49.88525,3.0621,145.6031835,0.510695875,0.674447969,0.046634407,3.301290211,13.75833333,793
G,ginkgo_biloba,ginkgo_biloba,45,South Australia,non-native,deciduous,30.91666667,44.65055556,2.228555556,68.98150722,1.194926776,2.280411519,0.052222843,3.224508008,13.75833333,793
G,gleditsia_triacanthos_shademaster,gleditsia_triacanthos,35,South Australia,non-native,deciduous,24.61166667,39.09416667,2.537333333,62.509345,0.426318869,0.795475138,0.084706028,2.588538615,13.75833333,793
G,acer_rubrum_octoberglory,acer_rubrum,45,South Australia,non-native,deciduous,36.22791667,45.22208333,3.295166667,119.4513521,0.508635451,0.769908854,0.020979728,2.27324263,13.75833333,793
G,lagerstroemia_indica_natchez,lagerstroemia_indica,100,South Australia,non-native,deciduous,36.808,41.3055,2.9473,108.700921,0.764443952,0.688226566,0.060399237,3.839019696,13.75833333,793
G,lagerstroemia_indica_natchez,lagerstroemia_indica,35,South Australia,non-native,deciduous,27.19166667,37.49,2.156666667,58.62995667,0.708839035,2.096606385,0.076457686,2.404485945,13.75833333,793
G,fraxinus_raywoodii,fraxinus_raywoodii,35,South Australia,native,deciduous,28.9125,48.33,2.74475,79.4758775,0.926954017,2.839272941,0.155659551,5.706644865,13.75833333,793
G,ulmus_procera_vanhoutte,ulmus_procera,75,South Australia,non-native,deciduous,43.17083333,54.67666667,3.4645,149.9075121,0.767250066,0.938008111,0.114572691,6.587620575,13.75833333,793
G,ulmus_parvifolia,ulmus_parvifolia,75,South Australia,non-native,deciduous,39.2805,49.8645,3.4056,134.0166615,0.669035147,0.959919687,0.127865224,6.214130643,13.75833333,793
H,diospyros_humilis,diospyros_humilis,45,Northern Territory,native,evergreen,27.75576923,36.54884615,2.430038462,67.63281404,1.035123838,1.119422801,0.050555726,3.084793855,27.28333333,1408
H,adansonia_gregorii,adansonia_gregorii,100,Northern Territory,native,deciduous,76.30184211,101.9964737,2.831684211,217.3492053,2.413885127,2.541975214,0.07432354,10.61556335,27.28333333,1408
H,adansonia_gregorii,adansonia_gregorii,45,Northern Territory,native,deciduous,35.8655,52.9015,1.49465,54.555305,1.259223178,2.049556887,0.061598756,3.733623259,27.28333333,1408
H,mimusops_elengi,mimusops_elengi,20,Northern Territory,non-native,evergreen,20.42542857,28.587,1.4482,30.341429,0.617705546,1.077980024,0.049626044,1.751463523,27.28333333,1408
H,peltophorum_pterocarpum,peltophorum_pterocarpum,200,Northern Territory,non-native,deciduous,41.497,47.622,3.5562,147.4993635,0.650358534,0.826307785,0.063771084,3.094803104,27.28333333,1408
H,araucaria_heterophylla,araucaria_heterophylla,65,Northern Territory,native,evergreen,57.27,62.56125,3.392892857,194.8910075,0.99661255,1.134345038,0.089787305,6.827827575,27.28333333,1408
H,syzygium_cunninghamiana,syzygium_cunninghamiana,20,Northern Territory,native,evergreen,33.755,40.43285714,2.436857143,81.14072786,1.29377263,2.996169351,0.224757163,6.078730407,27.28333333,1408
H,peltophorum_pterocarpum,peltophorum_pterocarpum,100,Northern Territory,non-native,deciduous,35.2275,42.50875,2.73375,96.550545,1.602849676,2.051918183,0.052061462,6.240393379,27.28333333,1408
H,buchanania_arborescens,buchanania_arborescens,100,Northern Territory,native,evergreen,38.58875,48.37375,2.699583333,104.5202583,1.272958426,1.94457697,0.074253911,5.092983633,27.28333333,1408
H,ganophyllum_falcatum,ganophyllum_falcatum,100,Northern Territory,native,evergreen,34.80333333,46.81583333,3.012333333,105.47582,1.189424698,1.926735329,0.126851269,7.527672614,27.28333333,1408
H,horsfieldia_australiana,horsfieldia_australiana,100,Northern Territory,native,evergreen,42.708,58.639,3.0561,135.3759013,2.880175214,3.662295847,0.12966079,12.54487142,27.28333333,1408
H,peltophorum_pterocarpum,peltophorum_pterocarpum,20,Northern Territory,non-native,deciduous,27.46269231,36.24596154,2.797230769,77.17587635,0.587572335,0.970405745,0.066172997,2.91396446,27.28333333,1408
H,ficus_benjamina,ficus_benjamina,200,Northern Territory,non-native,evergreen,58.52,68.55166667,3.744333333,220.864245,7.627950249,6.884069371,0.23958042,39.17460784,27.28333333,1408
H,mimusops_elengi,mimusops_elengi,45,Northern Territory,non-native,evergreen,27.1595,39.5425,1.7821,50.5953565,2.173178094,2.354780392,0.142546246,7.557138294,27.28333333,1408
H,barringtonia_acutangula,barringtonia_acutangula,20,Northern Territory,non-native,evergreen,37.23933333,49.302,2.4738,92.03436367,0.956343591,1.371302023,0.041037172,2.622341123,27.28333333,1408
H,buchanania_arborescens,buchanania_arborescens,20,Northern Territory,native,evergreen,22.68181818,30.34257576,2.010121212,45.96264045,0.792359938,0.843923583,0.034307068,1.940158256,27.28333333,1408
H,ficus_macrophylla,ficus_macrophylla,300,Northern Territory,native,evergreen,113.9549393,178.5718461,3.82525,440.2230501,16.42923106,17.38751061,0.08762075,75.37199119,27.28333333,1408
H,hibiscus_tiliaceus_rubra,hibiscus_tiliaceus,100,Northern Territory,native,evergreen,48.2525,55.49875,2.75235,132.7114,1.666151036,2.062486392,0.046648703,4.906132851,27.28333333,1408
H,jacaranda_mimosifolia,jacaranda_mimosifolia,20,Northern Territory,non-native,deciduous,24.43455556,33.55244444,2.249066667,55.36745344,0.383920888,0.52926363,0.054373618,1.875937896,27.28333333,1408
H,terminalia_microcarpa,terminalia_microcarpa,20,Northern Territory,native,deciduous,16.54211111,21.11311111,2.053688889,34.08960333,0.219660119,0.330335317,0.040379048,0.917729572,27.28333333,1408
H,albizia_saman,albizia_saman,20,Northern Territory,non-native,deciduous,18.57266667,25.11333333,1.588577778,29.52364878,0.318518612,0.350240898,0.029236349,0.723834325,27.28333333,1408
H,bauhinia_variegata,bauhinia_variegata,20,Northern Territory,non-native,deciduous,21.01411111,30.30155556,2.305555556,48.46264,0.437711804,0.661021723,0.029957538,1.187300391,27.28333333,1408
H,ficus_rubiginosa,ficus_rubiginosa,45,Northern Territory,native,evergreen,85.3070495,121.9723695,2.8455,245.2459302,6.169521158,6.409830315,0.077644865,20.00389093,27.28333333,1408
H,allosyncarpia_ternata,allosyncarpia_ternata,100,Northern Territory,native,evergreen,42.39833333,53.19833333,2.991888889,127.4702472,1.606162179,2.49838142,0.078007557,7.510127841,27.28333333,1408
H,delonix_regia,delonix_regia,20,Northern Territory,non-native,deciduous,20.571,24.87655556,1.385355556,28.82746433,0.388689283,0.43154909,0.031107149,1.054160768,27.28333333,1408
H,cupaniopsis_anacardioides,cupaniopsis_anacardioides,20,Northern Territory,native,evergreen,20.04111111,26.388,2.352644444,47.62834578,0.471536332,0.544832019,0.047413591,1.804850486,27.28333333,1408
H,syzygium_australe_bigred,syzygium_australe,30,Northern Territory,native,evergreen,12.924,17.98425,1.4931,19.39344175,0.256977267,0.274321238,0.029863981,0.674972043,27.28333333,1408
H,delonix_regia,delonix_regia,200,Northern Territory,non-native,deciduous,58.84386364,68.31022727,3.402090909,200.480148,1.459222571,2.172631179,0.089742462,7.485954248,27.28333333,1408
H,mimusops_elengi,mimusops_elengi,500,Northern Territory,non-native,evergreen,63.85192857,82.86071429,2.968571429,193.6601264,4.358679358,5.573946989,0.207704215,24.05355114,27.28333333,1408
H,cupaniopsis_anacardioides,cupaniopsis_anacardioides,100,Northern Territory,native,evergreen,42.10333333,57.31133333,3.187466667,135.0330787,1.574828915,2.438696201,0.072615941,7.288947062,27.28333333,1408
H,xanthostemon_chrysanthus,xanthostemon_chrysanthus,20,Northern Territory,native,evergreen,10.59077778,14.03488889,1.2482,13.34385844,0.20873077,0.201479721,0.025560536,0.452927088,27.28333333,1408
H,syzygium_armstrongii,syzygium_armstrongii,100,Northern Territory,native,evergreen,36.72194444,50.39111111,2.968333333,109.8467953,1.902813197,2.650614787,0.050352743,6.931552444,27.28333333,1408
H,delonix_regia,delonix_regia,100,Northern Territory,non-native,deciduous,41.96366667,48.82222222,2.868422222,121.1876943,0.8640237,0.91103487,0.046103676,3.670376311,27.28333333,1408
H,ficus_benghalensis,ficus_benghalensis,300,Northern Territory,non-native,evergreen,105.0422624,117.7746579,2.925333333,307.741998,4.306016327,2.486079685,0.070380711,18.70213795,27.28333333,1408
H,syzygium_armstrongii,syzygium_armstrongii,45,Northern Territory,native,evergreen,28.01223684,35.86776316,2.378131579,67.32878461,0.771540706,0.919806877,0.067995619,3.099010699,27.28333333,1408
H,carallia_brachiata,carallia_brachiata,100,Northern Territory,native,evergreen,36.61538462,53.65653846,2.969769231,109.3717288,1.176277192,1.454179915,0.077019075,5.612408392,27.28333333,1408
I,agonis_flexuosa,agonis_flexuosa,500,Western Australia,native,evergreen,95.51105263,116.6618421,4.303736842,412.1071708,2.642225537,2.830562453,0.101222089,16.27005214,18.33333333,760
I,magnolia_grandiflora_littlegem,magnolia_grandiflora,300,Western Australia,non-native,evergreen,82.5105,91.70375,3.02505,250.6126333,2.505504228,2.145231244,0.055501753,9.960673584,18.33333333,760
I,zelkova_serrata_greenvase,zelkova_serrata,400,Western Australia,non-native,deciduous,70.51735294,92.29029412,4.995294118,355.2815962,1.829800552,2.190197516,0.168180395,19.32459663,18.33333333,760
I,corymbia_maculata,corymbia_maculata,400,Western Australia,native,evergreen,80.07425,100.4735,5.26025,422.251249,1.311647381,1.85585546,0.094013713,12.18508131,18.33333333,760
I,corymbia_ficifolia,corymbia_ficifolia,1000,Western Australia,native,evergreen,73.1685,88.9305,2.465,181.3331593,1.591558327,1.725170087,0.050972283,6.418451922,18.33333333,760
I,magnolia_grandiflora_littlegem,magnolia_grandiflora,150,Western Australia,non-native,evergreen,28.94525,36.80525,1.8288,53.38163575,0.859275588,1.150087095,0.040660442,2.565314075,18.33333333,760
I,corymbia_maculata,corymbia_maculata,100,Western Australia,native,evergreen,35.6835,45.44075,2.9396,105.794192,1.811117135,2.047866903,0.07499047,6.625343495,18.33333333,760
I,melaleuca_rhaphiophylla,melaleuca_rhaphiophylla,150,Western Australia,native,evergreen,46.18675,73.46475,2.46835,114.6491308,1.216272578,17.27565533,0.092976405,5.764979549,18.33333333,760
I,banksia_integrifolia,banksia_integrifolia,150,Western Australia,native,evergreen,48.22225,65.53,3.07315,150.0262563,1.672891111,1.955126224,0.120353214,9.592624703,18.33333333,760
I,gleditsia_triacanthos_sunburst,gleditsia_triacanthos,100,Western Australia,non-native,deciduous,21.2435,33.5045,2.3984,51.0221285,0.45914897,0.771975669,0.02482098,1.37833608,18.33333333,760
I,melaleuca_rhaphiophylla,melaleuca_rhaphiophylla,500,Western Australia,native,evergreen,108.8619811,126.8932999,2.356235294,255.9414642,3.496298443,4.705804381,0.08911821,11.75848121,18.33333333,760
I,araucaria_heterophylla,araucaria_heterophylla,1000,Western Australia,native,evergreen,105.38,106.89025,4.9158,522.666607,2.475362015,2.379012303,0.15074385,24.62728451,18.33333333,760
I,eucalyptus_gomphocephala,eucalyptus_gomphocephala,400,Western Australia,native,evergreen,68.11916667,89.83291667,3.44125,234.8831708,1.58183807,1.918368394,0.078620697,9.062412987,18.33333333,760
I,corymbia_maculata,corymbia_maculata,45,Western Australia,native,evergreen,16.2772093,19.76767442,2.013953488,33.03029605,0.339800415,0.458226616,0.042494582,1.139782705,18.33333333,760
I,agonis_flexuosa,agonis_flexuosa,150,Western Australia,native,evergreen,40.7965,51.71975,1.93375,79.2310335,0.830503185,1.270991505,0.054106906,3.176717291,18.33333333,760
I,corymbia_maculata,corymbia_maculata,65,Western Australia,native,evergreen,16.12725,18.30025,2.0481,33.2344975,0.553573377,0.701273979,0.047623131,1.579830679,18.33333333,760
I,eucalyptus_sideroxylon_rosea,eucalyptus_sideroxylon,75,Western Australia,native,evergreen,41.56533333,59.742,2.897933333,123.6495353,1.822777216,2.868341557,0.199932738,13.03438281,18.33333333,760
I,banksia_integrifolia,banksia_integrifolia,75,Western Australia,native,evergreen,24.2785,33.8535,2.14375,51.771426,0.937526989,1.210633974,0.065479039,2.284213011,18.33333333,760
I,angophora_costata,angophora_costata,100,Western Australia,native,evergreen,33.917,43.15075,2.1683,73.99854775,0.837111135,1.071973787,0.052276195,3.06257034,18.33333333,760
I,corymbia_maculata,corymbia_maculata,1500,Western Australia,native,evergreen,155.7808583,177.4259306,7.7412,1206.459786,3.229865178,3.08382981,0.228064333,48.06778245,18.33333333,760
I,pyrus_calleryana_chanticleer,pyrus_calleryana,100,Western Australia,non-native,deciduous,25.5655,38.35625,1.55225,40.1688315,1.158983215,1.503441835,0.093982582,3.744670133,18.33333333,760
I,jacaranda_mimosifolia,jacaranda_mimosifolia,1800,Western Australia,non-native,deciduous,214.4499176,238.0957949,7.937142857,1717.837878,12.0589653,12.85871386,0.297928517,150.6543552,18.33333333,760
I,corymbia_citriodora,corymbia_citriodora,150,Western Australia,native,evergreen,30.555,40.03775,1.93525,59.32115075,1.001938188,1.383475433,0.051841554,2.770002343,18.33333333,760
I,platanus_acerifolia,platanus_acerifolia,400,Western Australia,non-native,deciduous,105.3044,120.9015844,6.059176471,641.8262736,2.75991744,3.408823263,0.166202309,28.42438016,18.33333333,760
I,platanus_acerifolia,platanus_acerifolia,1000,Western Australia,non-native,deciduous,112.5755964,127.0056446,7.569166667,855.5986978,3.574165177,3.580745068,0.178768719,40.695773,18.33333333,760
I,agonis_flexuosa,agonis_flexuosa,75,Western Australia,native,evergreen,26.79625,40.01325,1.5851,43.256436,1.373337889,1.233341912,0.046901739,3.030063515,18.33333333,760
I,angophora_costata,angophora_costata,150,Western Australia,native,evergreen,47.23725,62.7865,2.65835,126.8702243,1.56333729,1.930291228,0.08167462,7.000635581,18.33333333,760
I,eucalyptus_gomphocephala,eucalyptus_gomphocephala,150,Western Australia,native,evergreen,41.233,64.58675,2.2518,93.07551375,0.871336647,1.209050371,0.043750224,3.066240378,18.33333333,760
I,magnolia_grandiflora_littlegem,magnolia_grandiflora,75,Western Australia,non-native,evergreen,23.4495,25.28075,1.2652,29.78351125,5.280686706,0.597886549,0.034373843,6.578438019,18.33333333,760
I,eucalyptus_rudis,eucalyptus_rudis,200,Western Australia,native,evergreen,29.44725,37.5815,2.74415,80.9815915,0.726645725,1.12705789,0.059038136,2.769634576,18.33333333,760
I,delonix_regia,delonix_regia,300,Western Australia,non-native,deciduous,62.745,73.19727273,3.053090909,194.1476741,4.889203923,5.171641878,0.138286557,19.20465138,18.33333333,760
I,corymbia_maculata,corymbia_maculata,1000,Western Australia,native,evergreen,149.07513,156.2901541,7.637,1138.860676,0.765121744,17.92266514,0.326988277,53.12630222,18.33333333,760
I,jacaranda_mimosifolia,jacaranda_mimosifolia,1000,Western Australia,non-native,deciduous,123.3981325,144.7779466,5.6195,692.8279401,2.858494458,4.062592512,0.364382926,45.409771,18.33333333,760
I,jacaranda_mimosifolia,jacaranda_mimosifolia,500,Western Australia,non-native,deciduous,117.0982494,133.3718423,6.114375,718.6623948,3.41054359,3.653637358,0.291335958,46.01131284,18.33333333,760
I,pyrus_calleryana_chanticleer,pyrus_calleryana,400,Western Australia,non-native,deciduous,93.961,106.3975,5.11605,483.458371,1.628388192,1.916778771,0.134753293,19.64336429,18.33333333,760
I,callistemon_kingsparkspecial,callistemon_kingsparkspecial,150,Western Australia,native,evergreen,37.36125,44.754,2.6058,98.265695,1.375651562,1.587644838,0.06481336,5.069062371,18.33333333,760
I,corymbia_citriodora,corymbia_citriodora,75,Western Australia,native,evergreen,22.2171875,30.9853125,1.48125,33.06357813,0.626351035,0.87391319,0.031945722,1.429861639,18.33333333,760
I,araucaria_heterophylla,araucaria_heterophylla,500,Western Australia,native,evergreen,36.86285714,44.91785714,3.687428571,138.6082621,3.418085975,3.177620564,0.185249363,18.90517425,18.33333333,760
I,agonis_flexuosa,agonis_flexuosa,35,Western Australia,native,evergreen,19.92988636,30.68602273,1.320613636,26.54592568,0.879383711,0.890476874,0.032009813,1.519616674,18.33333333,760
