nursery_site,species,genus_species,volume,climate_region,origin,leaf_type,calliper300.mean,rcd.mean,height_m.mean,sizeindex.mean,calliper300.se,rcd.se,height_m.se,sizeindex.se,MAT,MAP
M,brachychiton_rupestris,brachychiton_rupestris,45,Queensland,native,deciduous,32.47377778,44.26955556,1.746133333,57.09545067,0.999325507,1.100081572,0.025183901,2.158721649,20.2,1283
M,eucalyptus_resinifera,eucalyptus_resinifera,27,Queensland,native,evergreen,15.24966667,18.78533333,1.9018,29.05112256,0.169855286,0.294043836,0.019807268,0.527779106,20.2,1283
M,tristaniopsis_laurina_luscious,tristaniopsis_laurina,27,Queensland,native,evergreen,18.16177778,26.01944444,1.720288889,31.32062411,0.229602322,0.29373136,0.017518378,0.599830981,20.2,1283
M,lophostemon_confertus,lophostemon_confertus,52,Queensland,native,evergreen,24.51,35.1215,2.1712,53.381831,0.65631858,0.744775143,0.051726589,2.220643853,20.2,1283
M,araucaria_heterophylla,araucaria_heterophylla,100,Queensland,native,evergreen,50.24725,59.09975,2.7263,137.144307,1.145036742,1.51575678,0.075159238,5.434792104,20.2,1283
M,flindersia_schottiana,flindersia_schottiana,27,Queensland,native,evergreen,25.83255556,34.67343333,2.038888889,52.692251,0.267989127,0.505660656,0.018180499,0.768635773,20.2,1283
M,eucalyptus_propinqua,eucalyptus_propinqua,27,Queensland,native,evergreen,12.9338,17.6466,1.63252,21.1943714,0.257108323,0.279061033,0.036187112,0.749300064,20.2,1283
M,syzygium_tierneyanum,syzygium_tierneyanum,200,Queensland,native,evergreen,44.21973684,59.16447368,2.723421053,120.5458392,1.070561999,1.196828832,0.062551093,4.104649177,20.2,1283
M,xanthostemon_chrysanthus,xanthostemon_chrysanthus,27,Queensland,native,evergreen,20.38809524,30.28571429,2.203380952,45.32371286,0.673256521,1.068710186,0.057691275,2.393136558,20.2,1283
M,delonix_regia,delonix_regia,150,Queensland,non-native,deciduous,63.42275,79.30375,2.5738,163.298908,0.978249677,1.28587907,0.03826422,3.650171181,20.2,1283
N,gleditsia_triacanthos_sunburst,gleditsia_triacanthos,27,South Australia,non-native,deciduous,15.3465,26.274,2.0035,30.644126,0.373773587,1.081878972,0.080526773,1.240554854,16.63333333,456
N,eucalyptus_leucoxylon_rosea,eucalyptus_leucoxylon,27,South Australia,native,evergreen,17.978,21.091,1.8692,33.48796175,0.533000123,0.475874624,0.034823888,0.951568873,16.63333333,456
N,quercus_palustris,quercus_palustris,45,South Australia,non-native,deciduous,25.09928571,35.03571429,2.755571429,70.17580857,2.507633448,2.913081626,0.105807745,8.771306971,16.63333333,456
N,eucalyptus_scoparia,eucalyptus_scoparia,27,South Australia,native,evergreen,22.26382609,24.92782609,2.460217391,55.26999074,0.620841863,0.572119769,0.056588905,2.3244148,16.63333333,456
N,geijera_parviflora,geijera_parviflora,27,South Australia,native,evergreen,19.62288889,24.78188889,1.361288889,26.90117933,0.414304318,0.444881902,0.026753809,0.888971858,16.63333333,456
N,carpinus_betulus_fastigiata,carpinus_betulus,27,South Australia,non-native,deciduous,25.247,31.5645,1.6183,41.3634485,1.203315143,1.210247553,0.070659756,3.451005461,16.63333333,456
N,acer_freemanii_autumnblaze,acer_freemanii,45,South Australia,non-native,deciduous,29.55043478,33.1576087,2.752565217,81.34426109,0.398618899,0.515120949,0.038021932,1.592778446,16.63333333,456
N,quercus_palustris,quercus_palustris,27,South Australia,non-native,deciduous,14.58326923,26.85903846,2.0845,30.60947692,0.282495057,0.787816848,0.049252981,1.130813272,16.63333333,456
N,liquidambar_styraciflua,liquidambar_styraciflua,27,South Australia,non-native,deciduous,18.97852941,27.01852941,1.894529412,36.17876794,0.467716953,0.737168391,0.046003046,1.651865823,16.63333333,456
N,ginkgo_biloba,ginkgo_biloba,27,South Australia,non-native,deciduous,18.54263158,26.75921053,1.559052632,29.42281026,0.844406118,0.93133882,0.04676115,1.986201819,16.63333333,456
N,cupaniopsis_anacardioides,cupaniopsis_anacardioides,27,South Australia,native,evergreen,16.470625,21.84828125,1.8039375,29.99843594,0.44409129,0.587826334,0.033254242,1.26093062,16.63333333,456
N,eucalyptus_leucoxylon_megalocarpa,eucalyptus_leucoxylon,27,South Australia,native,evergreen,18.19214286,20.97821429,1.976392857,35.98143071,0.317415825,0.403914396,0.037272993,0.989312213,16.63333333,456
N,cercis_canadensis,cercis_canadensis,45,South Australia,non-native,deciduous,24.055,32.06923077,2.465538462,59.30014462,0.460511143,0.607034576,0.069292821,2.032183642,16.63333333,456
N,acer_palmatum,acer_palmatum,27,South Australia,non-native,deciduous,22.36,31.07,2.226133333,49.66622567,0.540571127,1.133732983,0.055638105,1.497655876,16.63333333,456
O,jacaranda_mimosifolia,jacaranda_mimosifolia,45,Queensland,non-native,deciduous,30.73076923,40.52,2.383515385,73.39559704,0.420574183,0.629784507,0.044758901,2.146209379,20.08333333,1192
O,melaleuca_quinquenervia,melaleuca_quinquenervia,45,Queensland,native,evergreen,28.10055556,37.00277778,2.672777778,75.25853611,0.676345595,1.238811345,0.050442701,2.872259483,20.08333333,1192
O,harpullia_pendula,harpullia_pendula,45,Queensland,native,evergreen,25.46961538,30.93865385,2.531269231,64.60729173,0.443256474,0.465947716,0.027548255,1.548322314,20.08333333,1192
O,flindersia_schottiana,flindersia_schottiana,45,Queensland,native,evergreen,29.71142857,36.86738095,2.167714286,64.65745024,0.465960624,0.568638371,0.041421937,1.99313518,20.08333333,1192
O,elaeocarpus_eumundii,elaeocarpus_eumundii,45,Queensland,native,evergreen,19.42666667,23.55655556,1.413088889,27.522906,0.276872961,0.310069389,0.017922978,0.587141309,20.08333333,1192
O,agathis_robusta,agathis_robusta,100,Queensland,native,evergreen,62.9895,73.86285,3.682,231.8909355,1.506235272,1.531880003,0.083384384,7.213628845,20.08333333,1192
O,brachychiton_acerifolius,brachychiton_acerifolius,45,Queensland,native,deciduous,40.92590909,48.31227273,2.205,90.61884045,1.125671884,1.256481625,0.052154316,4.22989457,20.08333333,1192
O,cupaniopsis_anacardioides,cupaniopsis_anacardioides,45,Queensland,native,evergreen,22.2342,28.5394,2.21384,49.3648188,0.368417639,0.499544152,0.042623025,1.433708553,20.08333333,1192
O,peltophorum_pterocarpum,peltophorum_pterocarpum,45,Queensland,non-native,deciduous,30.42696429,37.23160714,2.317928571,70.66530214,0.384022099,0.694317928,0.050110828,1.912947722,20.08333333,1192
O,delonix_regia,delonix_regia,45,Queensland,non-native,deciduous,31.9575,41.2675,2.061666667,66.0330375,2.011645989,2.083828908,0.034499919,4.904928629,20.08333333,1192
O,randia_fitzalanii,randia_fitzalanii,45,Queensland,native,evergreen,28.48,39.596,1.615,45.97238,1.350834002,0.948600812,0.033535056,2.281125962,20.08333333,1192
O,waterhousea_floribunda,waterhousea_floribunda,100,Queensland,native,evergreen,57.001,71.638,3.318,189.174573,1.630247221,3.217644558,0.038785306,6.207608733,20.08333333,1192
O,flindersia_australis,flindersia_australis,45,Queensland,native,evergreen,25.87166667,32.77366667,1.854933333,47.95476767,0.4517763,0.580918703,0.062904574,1.75793569,20.08333333,1192
O,waterhousea_floribunda,waterhousea_floribunda,45,Queensland,native,evergreen,31.49333333,38.085,2.615888889,82.34428444,0.607672586,1.011650535,0.075553595,2.67409352,20.08333333,1192
O,delonix_regia,delonix_regia,25,Queensland,non-native,deciduous,18.88460526,26.34592105,1.576526316,29.89412276,0.357226274,0.45151487,0.033860536,0.985157826,20.08333333,1192
P,jacaranda_mimosifolia,jacaranda_mimosifolia,100,Queensland,non-native,deciduous,40.96925,55.81525,3.3695,138.556124,0.654975519,1.36148354,0.055917679,4.254263185,20.225,1414
P,brachychiton_acerifolius,brachychiton_acerifolius,100,Queensland,native,deciduous,64.54416667,70.90416667,3.0735,198.5160246,1.36678979,1.879402592,0.07281062,7.040300576,20.225,1414
P,elaeocarpus_reticulatus,elaeocarpus_reticulatus,100,Queensland,native,evergreen,39.95055556,45.66944444,3.3055,132.5823364,0.813707111,0.944682823,0.129774219,6.58134487,20.225,1414
P,magnolia_grandiflora_littlegem,magnolia_grandiflora,100,Queensland,non-native,evergreen,39.19725,52.46275,2.02365,79.517256,0.808133772,1.03355254,0.047627462,2.765101592,20.225,1414
P,magnolia_grandiflora_littlegem,magnolia_grandiflora,45,Queensland,non-native,evergreen,21.084,25.90088889,1.414355556,30.09169256,0.444518227,0.405048609,0.021516664,0.975830837,20.225,1414
P,jacaranda_mimosifolia,jacaranda_mimosifolia,45,Queensland,non-native,deciduous,21.19955556,30.40233333,2.138622222,45.39110489,0.301682731,0.398114071,0.028231748,0.942946213,20.225,1414
P,ficus_microcarpa_hillii,ficus_microcarpa,3000,Queensland,native,evergreen,200.8004865,221.2253709,5.1,1025.363042,5.658052117,6.878734823,0.100429079,41.87323311,20.225,1414
P,brachychiton_acerifolius,brachychiton_acerifolius,45,Queensland,native,deciduous,38.99724138,49.36913793,2.189931034,85.60935914,0.813783491,0.87363303,0.038797248,2.620560487,20.225,1414
P,cupaniopsis_anacardioides,cupaniopsis_anacardioides,3000,Queensland,native,evergreen,157.7402325,195.0885925,4.794,755.2925947,7.367900063,5.558902537,0.166298092,42.56191743,20.225,1414
P,ficus_microcarpa_hillii,ficus_microcarpa,400,Queensland,native,evergreen,101.3005,112.23375,4.58895,465.3376025,1.16567836,1.141617497,0.189150504,20.24843193,20.225,1414
P,waterhousea_floribunda,waterhousea_floribunda,200,Queensland,native,evergreen,37.228,44.22475,2.93275,109.2229543,0.780857693,0.886647699,0.091611303,4.343673487,20.225,1414
P,peltophorum_pterocarpum,peltophorum_pterocarpum,100,Queensland,non-native,deciduous,36.55045455,44.82409091,2.361727273,86.33405727,0.897335058,1.110038455,0.056997303,3.019521542,20.225,1414
P,brachychiton_rupestris,brachychiton_rupestris,2000,Queensland,native,deciduous,399.8159412,418.6523968,3.937647059,1564.732123,12.27022471,14.22667912,0.129446018,54.88680864,20.225,1414
P,agathis_robusta,agathis_robusta,45,Queensland,native,evergreen,30.0475,39.12928571,2.292357143,69.25470429,0.860842411,1.182539972,0.07501594,3.477549724,20.225,1414
P,cupaniopsis_anacardioides,cupaniopsis_anacardioides,2000,Queensland,native,evergreen,146.8681815,176.12086,4.7252,696.1754247,5.645692438,7.888699739,0.247764889,46.6612042,20.225,1414
P,brachychiton_rupestris,brachychiton_rupestris,400,Queensland,native,deciduous,176.184522,208.9226938,3.189,561.3194467,6.11241795,6.584528411,0.075276578,23.45919661,20.225,1414
P,ficus_microcarpa_hillii,ficus_microcarpa,1000,Queensland,native,evergreen,111.7733333,120.355,4.84725,543.8075175,2.909860088,3.193132308,0.142588257,25.20720552,20.225,1414
P,ficus_microcarpa_hillii,ficus_microcarpa,2000,Queensland,native,evergreen,143.7046709,154.6251486,4.515846154,650.1510277,5.733953652,6.118903103,0.130062453,35.23130509,20.225,1414
P,waterhousea_floribunda,waterhousea_floribunda,400,Queensland,native,evergreen,70.05181818,90.32636364,3.728454545,262.6220945,2.301322275,2.96856348,0.204290229,19.27816043,20.225,1414
P,brachychiton_rupestris,brachychiton_rupestris,1000,Queensland,native,deciduous,262.0963603,299.7683353,3.2186,840.2063829,8.727069797,10.79233524,0.059093254,26.87490416,20.225,1414
P,ficus_microcarpa_hilliiflash,ficus_microcarpa,100,Queensland,native,evergreen,52.3865,66.35525,2.46315,129.3795145,0.943752874,0.837143441,0.049564858,4.178235452,20.225,1414
P,peltophorum_pterocarpum,peltophorum_pterocarpum,45,Queensland,non-native,deciduous,23.12233333,27.87788889,1.818022222,42.23530256,0.391132569,0.523011469,0.048682672,1.489081743,20.225,1414
P,araucaria_heterophylla,araucaria_heterophylla,400,Queensland,native,evergreen,77.2,88.77785714,3.772214286,291.9414504,1.345195766,1.272157326,0.072835143,9.69172234,20.225,1414
Q,lophostemon_confertus,lophostemon_confertus,75,New South Wales,native,evergreen,37.3656,51.6724,3.79728,142.9458484,0.803706482,1.159372033,0.086188698,5.766251385,16.65,1062
Q,magnolia_grandiflora_littlegem,magnolia_grandiflora,200,New South Wales,non-native,evergreen,44.73766667,61.84433333,2.679666667,120.3112763,0.92144463,1.509970346,0.050139678,4.255271726,16.65,1062
Q,ficus_microcarpa_hilliiflash,ficus_microcarpa,200,New South Wales,native,evergreen,84.77,93.099,3.272133333,277.6638617,1.406513504,1.49535226,0.047844377,6.917855169,16.65,1062
Q,ficus_microcarpa_hilliiflash,ficus_microcarpa,100,New South Wales,native,evergreen,45.23825,56.10425,2.42395,109.8146965,0.875443517,1.024658241,0.033434498,2.959195803,16.65,1062
Q,tristaniopsis_laurina_luscious,tristaniopsis_laurina,400,New South Wales,native,evergreen,60.3175,77.577,3.4223,206.8290485,1.603313799,1.498778243,0.040534224,7.453036316,16.65,1062
Q,ficus_rubiginosa,ficus_rubiginosa,2000,New South Wales,native,evergreen,223.9310049,245.6291288,4.9175,1104.874517,11.03813444,10.49350327,0.174471153,79.21390043,16.65,1062
Q,lophostemon_confertus,lophostemon_confertus,200,New South Wales,native,evergreen,59.947,72.98233333,4.221466667,254.242623,1.652008143,2.089720183,0.185290862,13.27451403,16.65,1062
Q,waterhousea_floribunda_ameroo,waterhousea_floribunda,200,New South Wales,native,evergreen,48.59933333,62.25966667,3.3076,160.7949297,0.634792967,0.823907714,0.080403257,4.533528394,16.65,1062
Q,elaeocarpus_reticulatus_primadonna,elaeocarpus_reticulatus,400,New South Wales,native,evergreen,81.31,94.155,4.34075,354.9017075,3.707892483,2.941080442,0.230486216,33.40352916,16.65,1062
Q,ficus_rubiginosa,ficus_rubiginosa,1500,New South Wales,native,evergreen,282.6591789,308.1239698,4.836,1359.757572,29.59323434,33.02838966,0.245469143,145.9884542,16.65,1062
Q,elaeocarpus_reticulatus_primadonna,elaeocarpus_reticulatus,100,New South Wales,native,evergreen,37.8665,46.158,2.8403,107.4292128,0.534424691,0.902998689,0.047743895,2.070793934,16.65,1062
Q,elaeocarpus_reticulatus_primadonna,elaeocarpus_reticulatus,75,New South Wales,native,evergreen,40.41075,47.277,2.9136,117.9176858,0.921993712,1.053084654,0.07214063,4.315962881,16.65,1062
Q,jacaranda_mimosifolia,jacaranda_mimosifolia,400,New South Wales,non-native,deciduous,102.3405556,124.2983333,4.319555556,440.6989372,2.36764115,3.351778342,0.321554303,34.11204065,16.65,1062
Q,araucaria_heterophylla,araucaria_heterophylla,200,New South Wales,native,evergreen,82.231,94.044,4.1912,346.0924655,3.205459648,2.058811523,0.162943262,21.17203,16.65,1062
Q,waterhousea_floribunda_ameroo,waterhousea_floribunda,400,New South Wales,native,evergreen,58.49863333,70.81566667,3.348066667,195.4052704,1.170885363,0.984216375,0.064828379,4.129495078,16.65,1062
Q,ficus_rubiginosa,ficus_rubiginosa,750,New South Wales,native,evergreen,154.3558094,197.6949247,4.177846154,643.2759504,2.955723964,5.769056282,0.192766327,30.37161085,16.65,1062
R,acer_rubrum_octoberglory,acer_rubrum,45,South Australia,non-native,deciduous,35.72071429,50.66071429,3.719857143,132.8815479,0.977257112,1.5209092,0.134328565,6.014204447,13.75833333,793
R,pistacia_chinensis,pistacia_chinensis,35,South Australia,non-native,deciduous,25.25166667,38.08166667,3.304166667,83.76465167,0.684020792,1.117854841,0.159774511,5.782285903,13.75833333,793
R,zelkova_serrata_goldenflame,zelkova_serrata,35,South Australia,non-native,deciduous,25.48,36.31625,2.8395,72.3815575,0.628937596,0.931466977,0.07759027,2.927805274,13.75833333,793
R,lagerstroemia_indica_tuscarora,lagerstroemia_indica,35,South Australia,non-native,deciduous,28.45,34.52315789,2.659421053,76.17199816,0.590725963,0.909013202,0.0744513,3.393476732,13.75833333,793
R,acer_rubrum_fairviewflame,acer_rubrum,35,South Australia,non-native,deciduous,23.78,33.64875,2.80525,66.76163,0.50117778,1.533062533,0.054323683,2.442317118,13.75833333,793
R,prunus_cerasifera_nigra,prunus_cerasifera,35,South Australia,non-native,deciduous,28.506875,37.70875,2.9529375,84.2364725,0.411887139,0.574453635,0.033004352,1.733431965,13.75833333,793
R,acer_freemanii_autumnblaze,acer_freemanii,45,South Australia,non-native,deciduous,30.45038462,36.03,3.829230769,116.7071512,0.362570268,0.762351078,0.049416487,2.507358796,13.75833333,793
R,pyrus_calleryana_capital,pyrus_calleryana,35,South Australia,non-native,deciduous,24.76839286,40.90785714,2.927178571,72.55515768,0.363211358,0.773289349,0.062491165,1.971751952,13.75833333,793
R,acer_rubrum_fairviewflame,acer_rubrum,45,South Australia,non-native,deciduous,25.37727273,32.86090909,2.984181818,75.74723,0.26047279,0.832656433,0.060863307,1.826121556,13.75833333,793
R,acer_negundo_sensation,acer_negundo,25,South Australia,non-native,deciduous,28.45653846,39.66384615,2.643307692,75.30178615,0.433440464,1.133560189,0.06455135,2.296567982,13.75833333,793
R,acer_rubrum_jeffersred,acer_rubrum,35,South Australia,non-native,deciduous,27.91552632,36.36868421,3.420368421,95.40506474,0.406326054,0.883705635,0.070461935,2.244119049,13.75833333,793
S,platanus_orientalis_insularis,platanus_orientalis,100,Victoria,non-native,deciduous,38.711,48.49975,3.1975,123.931325,0.47358954,0.763139419,0.032133562,2.407592816,12.30833333,833
S,geijera_parviflora,geijera_parviflora,18,Victoria,native,evergreen,15.02855556,23.40944444,1.154844444,17.525789,0.357650181,0.515303853,0.021528416,0.65780626,12.30833333,833
S,platanus_orientalis_insularis,platanus_orientalis,45,Victoria,non-native,deciduous,32.43688889,41.12255556,2.666444444,86.63891333,0.353893541,0.537698604,0.025594261,1.460190728,12.30833333,833
S,acer_freemanii_autumnblaze,acer_freemanii,18,Victoria,non-native,deciduous,18.58855556,25.18777778,2.353733333,43.787475,0.204418961,0.311510111,0.02703786,0.730971895,12.30833333,833
S,angophora_costata,angophora_costata,18,Victoria,native,evergreen,14.7858,21.7646,1.65916,24.6065144,0.305402832,0.407772702,0.031692411,0.7940198,12.30833333,833
S,acer_rubrum_octoberglory,acer_rubrum,45,Victoria,non-native,deciduous,31.93688889,44.22544444,3.146666667,100.5858333,0.270027463,0.629657311,0.043531018,1.767643779,12.30833333,833
S,lophostemon_confertus,lophostemon_confertus,45,Victoria,native,evergreen,27.28166667,44.26877778,2.252444444,61.57271,0.482501531,0.609095168,0.03928291,1.649107593,12.30833333,833
S,eucalyptus_sideroxylon_rosea,eucalyptus_sideroxylon,100,Victoria,native,evergreen,44.8675,64.9185,3.5975,162.0545125,1.00327972,1.684487588,0.073848618,5.865610502,12.30833333,833
S,eucalyptus_torquata,eucalyptus_torquata,45,Victoria,native,evergreen,14.03255556,22.99077778,1.449777778,20.42476111,0.140106907,0.163292434,0.011698435,0.326259026,12.30833333,833
S,geijera_parviflora,geijera_parviflora,65,Victoria,native,evergreen,33.07576923,45.33076923,1.566153846,51.85382308,1.053656461,1.863347282,0.03126681,2.036910156,12.30833333,833
S,acer_rubrum_octoberglory,acer_rubrum,200,Victoria,non-native,deciduous,56.26925,68.1885,4.7025,264.7239625,0.56174309,0.817565795,0.039648953,3.877738325,12.30833333,833
S,acer_freemanii_autumnblaze,acer_freemanii,100,Victoria,non-native,deciduous,38.057875,47.17325,3.8805,150.6326238,1.211954171,1.350540058,0.067788273,7.119147796,12.30833333,833
S,acer_rubrum_octoberglory,acer_rubrum,18,Victoria,non-native,deciduous,20.03355556,29.25711111,2.675333333,53.67392444,0.166104782,0.357990516,0.028118796,0.837639732,12.30833333,833
S,eucalyptus_sideroxylon_rosea,eucalyptus_sideroxylon,18,Victoria,native,evergreen,10.37322222,15.40855556,1.384666667,14.42628556,0.151561998,0.232006761,0.017502092,0.348574756,12.30833333,833
S,eucalyptus_leucoxylon_megalocarpa,eucalyptus_leucoxylon,18,Victoria,native,evergreen,12.56811111,18.30033333,1.532377778,19.43068778,0.310247917,0.462139414,0.025359243,0.691089151,12.30833333,833
S,eucalyptus_leucoxylon_megalocarpa,eucalyptus_leucoxylon,100,Victoria,native,evergreen,42.401,51.621,3.4975,148.2468775,0.783965846,1.020018034,0.073409002,4.018426524,12.30833333,833
S,eucalyptus_leucoxylon_megalocarpa,eucalyptus_leucoxylon,45,Victoria,native,evergreen,23.28166667,32.44833333,1.969333333,45.90492778,0.496513221,0.506003379,0.029563149,1.233559601,12.30833333,833
S,fraxinus_pennsylvanica_cimmaron,fraxinus_pennsylvanica,100,Victoria,non-native,deciduous,45.966,85.90625,3.5775,164.72465,0.621762309,1.176057971,0.050193704,3.883004193,12.30833333,833
S,pistacia_chinensis,pistacia_chinensis,200,Victoria,non-native,deciduous,69.79625,95.258,4.07,282.6589,1.482778769,1.336300293,0.120328498,7.953809501,12.30833333,833
S,geijera_parviflora,geijera_parviflora,45,Victoria,native,evergreen,26.42346154,40.11423077,1.302307692,34.73267692,0.885952946,1.010792062,0.042789794,2.110347995,12.30833333,833
S,angophora_costata,angophora_costata,45,Victoria,native,evergreen,28.584,43.66355556,2.129777778,60.93003778,0.379248213,0.560034668,0.032320192,1.311118375,12.30833333,833
S,eucalyptus_sideroxylon_rosea,eucalyptus_sideroxylon,45,Victoria,native,evergreen,26.48255556,39.60033333,1.963111111,51.92148889,0.474345978,0.879986863,0.041245535,1.406952626,12.30833333,833
S,pistacia_chinensis,pistacia_chinensis,100,Victoria,non-native,deciduous,48.0221875,76.2959375,2.728125,131.1924844,1.398598254,1.74341841,0.043052475,4.611599906,12.30833333,833
S,koelreuteria_paniculata,koelreuteria_paniculata,100,Victoria,non-native,deciduous,38.5905,59.23175,2.89,111.24365,0.925180345,1.074336409,0.043769732,2.57936379,12.30833333,833
S,lagerstroemia_indica_sioux,lagerstroemia_indica,45,Victoria,non-native,deciduous,22.24466667,26.39144444,2.276444444,50.65490222,0.248553106,0.333176426,0.022444444,0.783006371,12.30833333,833
S,lagerstroemia_indica_sioux,lagerstroemia_indica,18,Victoria,non-native,deciduous,15.66931034,18.96948276,1.719655172,26.94573621,0.211301055,0.399624157,0.020417338,0.489247707,12.30833333,833
S,fraxinus_pennsylvanica_cimmaron,fraxinus_pennsylvanica,45,Victoria,non-native,deciduous,24.88371111,38.63555556,2.783777778,69.258712,0.230707595,0.51207518,0.019607999,0.777045363,12.30833333,833
S,corymbia_maculata,corymbia_maculata,18,Victoria,native,evergreen,11.82233333,19.835,1.570844444,18.67992733,0.202843897,1.931606994,0.026555944,0.536962636,12.30833333,833
S,pistacia_chinensis,pistacia_chinensis,45,Victoria,non-native,deciduous,26.71788889,37.74533333,3.084,83.37008,0.644647004,0.993759307,0.079600264,3.415764707,12.30833333,833
S,eucalyptus_melliodora,eucalyptus_melliodora,18,Victoria,native,evergreen,12.94666667,19.53277778,1.600833333,20.76809958,0.23229531,0.306069063,0.032274996,0.598934967,12.30833333,833
S,pistacia_chinensis,pistacia_chinensis,18,Victoria,non-native,deciduous,12.59333333,18.76422222,1.574444444,19.90651667,0.246771272,0.323041924,0.025347196,0.559956566,12.30833333,833
T,waterhousea_floribunda,waterhousea_floribunda,45,Queensland,native,evergreen,18.00122222,24.49533333,1.582222222,28.50883678,0.374252999,0.578081999,0.028846177,0.814596428,20.08333333,1090
T,ficus_microcarpa_hilliiflash,ficus_microcarpa,45,Queensland,native,evergreen,34.01,45.64370968,1.708419355,58.10877435,0.656278773,1.154400509,0.022426021,1.322395945,20.08333333,1090
T,ficus_microcarpa_hilliiflash,ficus_microcarpa,100,Queensland,native,evergreen,35.84225,43.04175,2.0566,73.8863725,0.758251926,0.748360513,0.030067766,2.250197364,20.08333333,1090
T,callistemon_viminalis,callistemon_viminalis,25,Queensland,native,evergreen,10.39922222,13.20966667,1.231511111,12.81473611,0.163218803,0.213845526,0.020130022,0.304094767,20.08333333,1090
T,elaeocarpus_eumundii,elaeocarpus_eumundii,100,Queensland,native,evergreen,31.273,35.16,2.05625,64.41918625,0.542446141,0.36290966,0.032991855,1.742140218,20.08333333,1090
T,melaleuca_leucadendra_fineleaf,melaleuca_leucadendra,45,Queensland,native,evergreen,29.89113636,41.62727273,2.290181818,68.85674136,0.787569617,1.005231485,0.055019659,3.066087332,20.08333333,1090
T,melaleuca_quinquenervia,melaleuca_quinquenervia,45,Queensland,native,evergreen,22,29.72051282,1.93225641,42.63530269,0.463692021,0.553627858,0.030383374,1.220345049,20.08333333,1090
T,delonix_regia,delonix_regia,100,Queensland,non-native,deciduous,57.95071429,67.47,2.823428571,163.841135,2.011400669,2.813655688,0.056856066,7.593123436,20.08333333,1090
T,delonix_regia,delonix_regia,200,Queensland,non-native,deciduous,65.92033333,81.20766667,3.1786,209.6850367,2.149161601,2.06587655,0.114509879,9.942595156,20.08333333,1090
T,melaleuca_quinquenervia,melaleuca_quinquenervia,100,Queensland,native,evergreen,34.099,46.21,2.84585,97.4710115,1.17744849,1.425481498,0.047729296,4.343438074,20.08333333,1090
T,waterhousea_floribunda,waterhousea_floribunda,200,Queensland,native,evergreen,50.9535,61.889,2.6458,135.5489373,1.029301187,1.202085884,0.057918845,4.979999726,20.08333333,1090
T,delonix_regia,delonix_regia,45,Queensland,non-native,deciduous,23.30444444,28.29844444,1.498066667,34.99204944,0.260296219,0.379228877,0.015423595,0.641984737,20.08333333,1090
U,harpullia_pendula,harpullia_pendula,45,Queensland,native,evergreen,26.75057143,34.001,2.333171429,62.71999643,0.463824609,0.550083981,0.033774748,1.740060419,20.00833333,1650
U,ficus_obliqua,ficus_obliqua,45,Queensland,native,evergreen,29.76144444,44.34277778,1.907466667,56.95377778,0.538171817,0.863699255,0.028011841,1.47162366,20.00833333,1650
U,ficus_macrophylla,ficus_macrophylla,1000,Queensland,native,evergreen,160.6669151,221.663047,5.947375,964.9193767,9.910921464,14.09987272,0.171415841,81.5898377,20.00833333,1650
U,magnolia_grandiflora_littlegem,magnolia_grandiflora,100,Queensland,non-native,evergreen,33.165,41.4215,1.8408,61.53636725,0.881230674,0.981243713,0.042884521,2.857368596,20.00833333,1650
U,araucaria_cunninghamii,araucaria_cunninghamii,45,Queensland,native,evergreen,32.54055556,37.05822222,2.308133333,75.52472878,0.503167899,0.7067247,0.031574533,1.942982798,20.00833333,1650
U,melaleuca_quinquenervia,melaleuca_quinquenervia,45,Queensland,native,evergreen,20.77477273,29.44477273,1.631681818,33.86687,0.493561081,0.769030316,0.032428569,0.979791045,20.00833333,1650
U,hibiscus_tiliaceus_rubra,hibiscus_tiliaceus,100,Queensland,native,evergreen,37.805,47.963125,2.701,102.2042881,0.906849925,1.121679599,0.067405489,3.819181821,20.00833333,1650
U,glochidion_sumatranum,glochidion_sumatranum,45,Queensland,native,evergreen,30.63359375,36.18953125,1.99021875,61.10687344,0.586682437,0.614176785,0.029231857,1.67754844,20.00833333,1650
U,peltophorum_pterocarpum,peltophorum_pterocarpum,100,Queensland,non-native,deciduous,37.52125,48.40975,2.6767,100.433151,0.61947674,0.857640082,0.041951168,2.277006774,20.00833333,1650
U,araucaria_cunninghamii,araucaria_cunninghamii,100,Queensland,native,evergreen,42.28775,52.63725,2.70915,114.5142365,0.703137749,0.921697695,0.052272579,2.797301273,20.00833333,1650
U,randia_fitzalanii,randia_fitzalanii,45,Queensland,native,evergreen,24.28272727,36.44829545,1.338477273,32.44746795,0.818839473,1.007164503,0.019751776,1.137406357,20.00833333,1650
U,callistemon_salignus,callistemon_salignus,45,Queensland,native,evergreen,24.541875,32.5515625,2.2584375,56.00455094,0.867204305,1.184715922,0.07914396,3.390551564,20.00833333,1650
U,ficus_microcarpa_hillii,ficus_microcarpa,45,Queensland,native,evergreen,22.12217391,26.10478261,1.841173913,40.77115326,0.417095266,0.391922957,0.032788196,1.091556172,20.00833333,1650
U,araucaria_heterophylla,araucaria_heterophylla,400,Queensland,native,evergreen,94.925625,112.858125,5.11425,489.6540938,3.188968211,3.428349761,0.256872172,37.85513614,20.00833333,1650
